compound score,media source,tweet date,tweet negative score,tweet neutral score,tweet positive score,tweet source,tweet text
0.0772,@NYTimes,Tue Apr 10 22:18:05 +0000 2018,0.089,0.81,0.101,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Bank of America will no longer lend money to manufacturers of firearms like the AR-15, which has been used in multi… https://t.co/nCBlR6t0X6"
-0.0772,@NYTimes,Tue Apr 10 22:07:05 +0000 2018,0.08,0.92,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @NYTStyles: All of the times Mark Zuckerberg put on the Serious Suit of Contrition. https://t.co/hhzc3b6i0x
0.4019,@NYTimes,Tue Apr 10 22:01:06 +0000 2018,0.0,0.886,0.114,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @kevinroose: It's notable that even Cory Booker is grilling Zuckerberg now. Booker was the pro-tech mayor who convinced Zuckerberg to gi…
0.0,@NYTimes,Tue Apr 10 21:53:38 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",It's been 3 hours. We're on the final stretch of the first of Mark Zuckerberg's 2 marathon hearings before Congress… https://t.co/gEX2Lfl0Jx
0.34,@NYTimes,Tue Apr 10 21:47:02 +0000 2018,0.0,0.893,0.107,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A restored version of the film “Yellow Submarine” will be shown in the U.S., Britain and Ireland this summer to cel… https://t.co/PLUJAMESN4"
0.1027,@NYTimes,Tue Apr 10 21:32:04 +0000 2018,0.0,0.935,0.065,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The Metropolitan Museum of Art has reached beyond its doors for a director for the first time in 60 years, choosing… https://t.co/Ga6tZczRk5"
0.0,@NYTimes,Tue Apr 10 21:17:04 +0000 2018,0.127,0.746,0.127,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @kevinroose: Senator Coons asks a good q: why does Facebook shift the burden of reporting bad/hateful/discriminatory content to users?…
0.0,@NYTimes,Tue Apr 10 21:08:06 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","If you’re concerned about ""Westworld"" spoilers, don’t be. There don’t appear to be any. https://t.co/vs7iCSTUQy"
0.0,@NYTimes,Tue Apr 10 20:53:50 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","“No. I would probably not choose to do that publicly here,” Zuckerberg said when Senator Richard Durbin asked if he… https://t.co/RD48wALpzV"
0.4215,@NYTimes,Tue Apr 10 20:50:09 +0000 2018,0.0,0.676,0.324,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Overwhelmed by the number of Netflix original shows? Let @Watching guide you. https://t.co/s9x6gV2ipj
-0.7003,@NYTimes,Tue Apr 10 20:40:04 +0000 2018,0.29,0.621,0.09,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytimesarts: T.J. Miller, the comedian and former ""Silicon Valley"" star, was charged with calling in a false report of a bomb threat fr…"
-0.0772,@NYTimes,Tue Apr 10 20:19:44 +0000 2018,0.071,0.929,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Wired Magazine recently noted that Zuckerberg has a 14-year history of apologizing. That seems to have caused some… https://t.co/2wWLKv9HjE
0.4404,@NYTimes,Tue Apr 10 20:17:07 +0000 2018,0.0,0.868,0.132,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @NYTNational: Toll of mass incarceration: States send inmates to private prisons, where profit is often the main motive https://t.co/3nm…"
-0.3182,@NYTimes,Tue Apr 10 20:10:07 +0000 2018,0.148,0.759,0.093,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Cheerleaders for pro sports teams say they’re expected to endure groping and harassment by fans. “It is common, and… https://t.co/QDQ9mMftUz"
0.0,@NYTimes,Tue Apr 10 20:03:41 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Here are some of Zuckerberg’s claims, which we fact checked. The page will be updated throughout the hearings:… https://t.co/Ua5awGFTKn"
-0.1779,@NYTimes,Tue Apr 10 19:55:03 +0000 2018,0.166,0.655,0.179,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Bill Cosby's lawyers began a combative defense at his sexual assault retrial, portraying the entertainer as the lon… https://t.co/hTZmv1LTcb"
-0.6705,@NYTimes,Tue Apr 10 19:45:50 +0000 2018,0.244,0.756,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Senator Patrick Leahy just confronted Mark Zuckerberg about why hate speech regarding Myanmar was not taken down in… https://t.co/zebFBEt13b
-0.128,@BBC,Tue Apr 10 08:01:08 +0000 2018,0.189,0.651,0.16,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",🎮 This video game has been designed to help people deal with grief. https://t.co/tmRibTCet4
0.0,@BBC,Tue Apr 10 07:27:02 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","🐸 Nine new species have been found where few scientists have gone before.
👉 https://t.co/EfvR9rqTNt https://t.co/qhInJevOTU"
0.2716,@BBC,Tue Apr 10 07:01:02 +0000 2018,0.0,0.827,0.173,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",🏊 Women's only swimming sessions are more important than you think. https://t.co/yPZyqsIktB
-0.5994,@BBC,Mon Apr 09 19:01:07 +0000 2018,0.17,0.83,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In this five-part immersive living history series, the training programme of one of World War Two's most covert org… https://t.co/WMq4ME93CR"
-0.0772,@BBC,Mon Apr 09 18:04:06 +0000 2018,0.064,0.936,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","When doctors found a large tumour on little Poppy’s brain, her parents faced one of the toughest decisions of their… https://t.co/bJp258jCaL"
0.7184,@BBC,Mon Apr 09 17:02:07 +0000 2018,0.0,0.727,0.273,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Keep full and satisfied with these protein-filled, vegetarian dinners. 
Make double portions and save for lunch tom… https://t.co/yh3RGeC5i3"
0.0,@BBC,Mon Apr 09 16:43:45 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCScotland: The history behind #NationalUnicornDay 🦄

*may not be factually accurate* https://t.co/p44XmIXnoM"
0.0,@BBC,Mon Apr 09 16:34:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BBCTwo: Can you guess the city? #TheCityAndTheCity’s @davemorrissey64 and @MandiDhillon tried our game out for size… 🌆🏙🙃 https://t.co/U…
0.0,@BBC,Mon Apr 09 16:26:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The latest episode of @TheSimpsons has addressed controversy surrounding Indian character Apu for the first time.
👉… https://t.co/guqD0Pf53R"
0.6239,@BBC,Mon Apr 09 16:04:04 +0000 2018,0.0,0.494,0.506,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",🏃‍♀️❤️ What a brilliant idea! https://t.co/QUVCwBptOU
0.4003,@BBC,Mon Apr 09 15:42:30 +0000 2018,0.0,0.856,0.144,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BBCTheOneShow: Tonight on The One Show - @kylieminogue! 💗💗💗💗💗 RT: if you're excited. #TheOneShow #KylieMinogue #Kylie https://t.co/Yten…
0.5411,@BBC,Mon Apr 09 15:29:26 +0000 2018,0.0,0.811,0.189,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCSport: What a way to save match point!

Table tennis is pure carnage.

#GC2018 #bbcgoldcoast https://t.co/1shVrSJuRn"
0.5267,@BBC,Mon Apr 09 15:07:08 +0000 2018,0.0,0.793,0.207,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","🐶❤️😽
Henry and Baloo: Dog and cat travel companions gain cult following.
👉 https://t.co/rTpxqa69Oq https://t.co/iRkQXMwnyv"
0.5267,@BBC,Mon Apr 09 14:02:03 +0000 2018,0.0,0.855,0.145,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A new campaign is encouraging people to do CPR to the tune of @The_Proclaimers' hit 'I'm Gonna Be (500 miles)'.
👉… https://t.co/MULW1tgRPL"
0.4404,@BBC,Mon Apr 09 13:01:05 +0000 2018,0.0,0.707,0.293,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","How NOT to impress Madonna...
#TheGrahamNortonShow #TGNS https://t.co/NnYS15sU9p"
0.0,@BBC,Mon Apr 09 12:31:27 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @bbccomedy: Philomena Cunk steps on board the first ship to circumcise the globe. #CunkOnBritain @missdianemorgan https://t.co/f1oHsolPHe
0.0,@BBC,Mon Apr 09 12:28:16 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","🌭🐶 Over 1,500 people turned up to this mass sausage dog walk in Manchester yesterday. https://t.co/6fscMy6eZ7"
0.34,@BBC,Mon Apr 09 12:14:30 +0000 2018,0.0,0.888,0.112,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @bbcsoutheast: You don't have to be married to take part in ""wife-carrying"". Fancy giving it a go? #Dorking #wifecarrying #wifecarryingu…"
0.6705,@BBC,Mon Apr 09 12:12:54 +0000 2018,0.0,0.792,0.208,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCnireland: As the days get longer, here are some #TightShorts tips on creating that naturally flawless, 'don't get seen, blend into t…"
0.0,@BBC,Mon Apr 09 12:02:02 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Flipping the script on dyslexia. https://t.co/rW1FLygX9V
-0.3875,@CBS,Thu Apr 05 17:00:00 +0000 2018,0.157,0.769,0.074,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Don't miss @littlebigtown's amazing performance of @eltonofficial's ""Rocket Man"" under the big spotlight at Elton J… https://t.co/bqse7nhkV3"
0.807,@CBS,Wed Apr 04 22:07:01 +0000 2018,0.0,0.687,0.313,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Today's biggest stars are celebrating @EltonJohn's most beloved and legendary catalogue of hits with two albums dro… https://t.co/cilUdkKtjQ
0.7568,@CBS,Wed Apr 04 21:48:07 +0000 2018,0.0,0.712,0.288,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @LifeInPiecesCBS: We ""literally can't even"" with how hilarious these #LifeInPieces outtakes are! 😂

Introducing Laughing To Pieces! Foll…"
0.8495,@CBS,Wed Apr 04 21:47:26 +0000 2018,0.0,0.634,0.366,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @YoungSheldon: Don't miss guest star @Followtheblonde in tomorrow's all-new #YoungSheldon! Trust us, you're going to love every minute.…"
0.4926,@CBS,Wed Apr 04 21:46:13 +0000 2018,0.0,0.803,0.197,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @MomCBS: Tomorrow's episode of #Mom is going to be a doggone good one! https://t.co/e1WI3uOxVg
-0.3182,@CBS,Wed Apr 04 21:44:17 +0000 2018,0.095,0.905,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @survivorcbs: There's a lot at stake when competing for actual steak. Get a glimpse at an all-new #Survivor: Ghost Island at 8/7c on CBS…
-0.25,@CBS,Wed Apr 04 18:02:13 +0000 2018,0.133,0.867,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @TVLine: #LifeInPieces Sneak Peek: Sophia and Her Stuffed Toys Stage a Musical Protest https://t.co/r16SLZlZPc
0.0,@CBS,Tue Apr 03 23:00:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Whose catchy tune will take Song Of The Year at the 53rd #ACMawards? Give it up for the four nominees -… https://t.co/R9MtUNZtsw
0.0,@CBS,Tue Apr 03 21:00:02 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Here's everything you need to know before tuning into Elton John: I'm Still Standing - A GRAMMY® Salute on Tuesday,… https://t.co/C8fiKl4j98"
0.7096,@CBS,Tue Apr 03 18:00:00 +0000 2018,0.0,0.742,0.258,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","In just one week, @eltonofficial and today's hottest stars in music will join together to celebrate Elton's countle… https://t.co/ACQGHNWz8u"
0.7906,@CBS,Tue Apr 03 05:17:01 +0000 2018,0.0,0.579,0.421,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tonight we #LightItUpBlue for greater understanding and acceptance. CBS supports #WorldAutismAwarenessDay by lighti… https://t.co/hBAXcDvP4r
0.1513,@CBS,Mon Apr 02 17:30:00 +0000 2018,0.092,0.792,0.116,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",No one does it quite like @eltonofficial. The artist himself will belt out some of his chart-topping hits on Elton… https://t.co/ckY4bUvTXI
0.6486,@CBS,Sun Apr 01 17:00:03 +0000 2018,0.0,0.798,0.202,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",The Las Vegas strip is about to light up brighter than ever before when Country Music’s Party Of The Year® takes ov… https://t.co/j1A2ZVHAoO
0.0,@CBS,Sat Mar 31 18:00:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","“If you don’t do something about it, then who are you? … It can happen to anyone.” - @aplusk 

Tonight at 10/9c, a… https://t.co/EQabNc1UZI"
0.4199,@CBS,Sat Mar 31 15:30:00 +0000 2018,0.0,0.887,0.113,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Give it up for @KelseaBallerini! This star is one of the Female Vocalist Of The Year nominees and she's ready to ta… https://t.co/wLyHwkEGs2
0.4926,@CBS,Fri Mar 30 16:50:00 +0000 2018,0.0,0.873,0.127,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Take and post a photo of the woman in your life who inspires you! The photo should only have one person against a n… https://t.co/BHdxXlWfKP
0.0,@CBS,Thu Mar 29 17:32:40 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards… https://t.co/3yso7Z0cjv"
0.0,@CBS,Thu Mar 29 17:30:02 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of T… https://t.co/v0QIPLC47R"
0.3818,@CBS,Tue Mar 27 21:00:01 +0000 2018,0.108,0.68,0.212,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu
0.296,@CBS,Tue Mar 27 17:00:00 +0000 2018,0.0,0.901,0.099,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj
0.7269,@CNN,Tue Apr 10 21:04:26 +0000 2018,0.0,0.747,0.253,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Sen. Durbin presses Zuckerberg on privacy issues, asking: ""Would you be comfortable sharing with us the name of the… https://t.co/sesLkVzO6n"
0.0,@CNN,Tue Apr 10 20:58:00 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","EMILY's List President Stephanie Schriock says there is an ""avalanche"" of women running for office, and it's nothin… https://t.co/htAXuIBE2P"
-0.6908,@CNN,Tue Apr 10 20:49:08 +0000 2018,0.382,0.489,0.129,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The ""Roseanne"" reboot is ugly, uncomfortable and distressing. Good. | By Richard Morgan via @CNNOpinion… https://t.co/AdU4y0eptm"
-0.1027,@CNN,Tue Apr 10 20:47:12 +0000 2018,0.076,0.924,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","After questioning Mark Zuckerberg, Senator Graham told reporters that he thought the Facebook CEO was “like Jell-O”… https://t.co/T9F061mH2H"
-0.34,@CNN,Tue Apr 10 20:43:28 +0000 2018,0.124,0.876,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The White House just let slip a big secret about the possibility of firing Robert Mueller | Analysis by… https://t.co/L4h4LPvDD1
-0.4019,@CNN,Tue Apr 10 20:39:38 +0000 2018,0.172,0.828,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The right's insane sliming of David Hogg | By Jill Filipovic via @CNNOpinion https://t.co/KZovIX0L6I https://t.co/vENpv089UK
0.0,@CNN,Tue Apr 10 20:37:20 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","After a brief recess, Facebook CEO Mark Zuckerberg continues to testify before Congress https://t.co/310VEWUDqZ
Wat… https://t.co/cJsFXrbtag"
-0.296,@CNN,Tue Apr 10 20:37:02 +0000 2018,0.121,0.879,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A 12-year-old video showing a sheriff discussing the cost of inmate and suspect deaths, versus keeping them alive,… https://t.co/npWvBbq84O"
-0.5574,@CNN,Tue Apr 10 20:33:17 +0000 2018,0.265,0.735,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A woman died after being given formaldehyde instead of saline https://t.co/IfR9k8BL2u https://t.co/Nh1RBQ7dt2
0.0516,@CNN,Tue Apr 10 20:32:04 +0000 2018,0.0,0.941,0.059,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""We've seen the apology tours before."" Sen. Richard Blumenthal has staffers stand behind him and hold up a sign tha… https://t.co/m9otTfXHfP"
0.7717,@CNN,Tue Apr 10 20:25:37 +0000 2018,0.0,0.705,0.295,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Facebook stock finished the day with a 4.5% gain, a seeming sign of confidence in Zuckerberg from Wall Street… https://t.co/UWFv4R8CKY"
-0.6249,@CNN,Tue Apr 10 20:20:51 +0000 2018,0.24,0.76,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Why the Parkland crisis continues to resonate | By John Heubusch via @CNNOpinion https://t.co/cWRcjWafzA https://t.co/CDvWuqmcZ0
0.0,@CNN,Tue Apr 10 20:19:05 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Zuckerberg says he's totally behind this piece of legislation that would disclose political ads… https://t.co/O1dmbGVk4l
-0.6705,@CNN,Tue Apr 10 20:15:09 +0000 2018,0.268,0.632,0.1,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Just four days after a bus crash killed 15 people, including 10 young hockey players, a GoFundMe to help the victim… https://t.co/U3BEKhnjSN"
-0.296,@CNN,Tue Apr 10 20:14:06 +0000 2018,0.167,0.833,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Is Zuckerberg under oath right now? The answer is no. https://t.co/TO4Wh4J8ss https://t.co/CxIFRNr1km
0.34,@CNN,Tue Apr 10 20:10:22 +0000 2018,0.0,0.882,0.118,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Russia has vetoed a US draft resolution at the UN Security Council that would have established an independent inves… https://t.co/AN6lVg9UGN
0.0,@CNN,Tue Apr 10 20:09:25 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Zuckerberg says he doesn't know if Facebook employees were involved with Cambridge Analytica during the 2016 presid… https://t.co/Kxzwk2VZwJ
-0.1685,@CNN,Tue Apr 10 20:04:20 +0000 2018,0.092,0.847,0.061,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","""I want to clarify, I'm not sure we have subpoenas. I know we're working with them,"" Zuckerberg said after confirmi… https://t.co/Qsvv0Z7zFU"
0.5859,@CNN,Tue Apr 10 20:01:46 +0000 2018,0.0,0.769,0.231,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Kellyanne Conway's husband appears to be defending special counsel Robert Mueller's investigation as well as the FB… https://t.co/85jRT6Rm1z
0.0,@CNN,Tue Apr 10 19:59:29 +0000 2018,0.0,1.0,0.0,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>","Sen. Graham asks Zuckerberg about Facebook's competition, ""You don't think you have a monopoly?""… https://t.co/x3bZxSVFNk"
0.4404,@FoxNews,Tue Apr 10 19:46:34 +0000 2018,0.0,0.818,0.182,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Mark #Zuckerberg: “I think everyone in the world deserves good privacy protection.” https://t.co/Il5feaxDRW https://t.co/ILgTZtpBf2
0.0,@FoxNews,Tue Apr 10 19:40:41 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Mark Zuckerberg: “There will always be a version of Facebook that is free.” https://t.co/OHxw1bMM93
0.5267,@FoxNews,Tue Apr 10 19:35:31 +0000 2018,0.0,0.784,0.216,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mark Zuckerberg: “After the 2016 election, our top priority was protecting the integrity of other elections around… https://t.co/livEyBm3x2"
0.4019,@FoxNews,Tue Apr 10 19:33:19 +0000 2018,0.097,0.739,0.163,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Mark Zuckerberg: “One of my greatest regrets in running the company is that we were slow in identifying the Russian… https://t.co/xIjGH1kPIW
0.3182,@FoxNews,Tue Apr 10 19:26:31 +0000 2018,0.0,0.892,0.108,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Mark Zuckerberg: “It’s not enough to just build tools. We need to make sure that they’re used for good.”… https://t.co/eQm3XUQrDr
0.0,@FoxNews,Tue Apr 10 19:18:03 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Mark Zuckerberg on Facebook privacy policy: “Long privacy policies are very confusing…We don’t expect that most peo… https://t.co/uOHSFI9Fhk
0.7783,@FoxNews,Tue Apr 10 19:09:37 +0000 2018,0.0,0.755,0.245,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: Zuckerberg: ""Across the board we have a responsibility to not just build tools, but to make sure they're used for good. It…"
0.4019,@FoxNews,Tue Apr 10 19:06:48 +0000 2018,0.0,0.837,0.163,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Mark Zuckerberg: “It’s clear now that we didn’t do enough to prevent these tools from being used for harm…We didn’t… https://t.co/cBa3oQPu4W
0.5994,@FoxNews,Tue Apr 10 19:05:27 +0000 2018,0.0,0.651,0.349,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mark Zuckerberg: “We face a number of important issues around privacy, safety, and democracy.”… https://t.co/BcIxivQRkj"
0.5994,@FoxNews,Tue Apr 10 18:58:25 +0000 2018,0.0,0.731,0.269,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: Mark Zuckerberg delivers an opening statement: ""We face a number of important issues around privacy, safety, and democracy…"
0.6249,@FoxNews,Tue Apr 10 18:58:12 +0000 2018,0.0,0.638,0.362,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Mark Zuckerberg: “Facebook is an idealistic and optimistic company.” https://t.co/Il5feaxDRW https://t.co/pgCF8Pa6kL
0.836,@FoxNews,Tue Apr 10 18:54:40 +0000 2018,0.067,0.602,0.331,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@PressSec on Tom Bossert: “He resigned. The president feels he’s done a great job and wishes him the best as he mo… https://t.co/mtS87PR6D0
0.0,@FoxNews,Tue Apr 10 18:52:54 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: .@SenBillNelson: ""If you and other social media companies do not get your act in order, none of us are going to have any p…"
-0.5859,@FoxNews,Tue Apr 10 18:51:56 +0000 2018,0.168,0.779,0.053,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@PressSec on Syria crisis: “We’re going to continue to work with a number of our partners and allies as we determi… https://t.co/B8s2Quo9Mo
0.4215,@FoxNews,Tue Apr 10 18:45:15 +0000 2018,0.0,0.851,0.149,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@SenFeinstein to Mark Zuckerberg: “You have a real opportunity this afternoon to lead the industry and demonstrate… https://t.co/2ETQv4jfo9
0.34,@FoxNews,Tue Apr 10 18:39:01 +0000 2018,0.0,0.805,0.195,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@SenJohnThune: “Today’s hearing is extraordinary…In many respects, Facebook’s incredible reach is why we’re here t… https://t.co/SXchuXamIp"
0.0,@FoxNews,Tue Apr 10 18:31:43 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Feds request documents from Trump Organization related to Michael Cohen's payment to Stormy Daniels - via… https://t.co/nKtJciJBCd
0.0,@FoxNews,Tue Apr 10 18:31:22 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Facebook's Mark Zuckerberg testifies before Senate committees https://t.co/Il5feaxDRW https://t.co/UKEQTxL4tl
0.0,@FoxNews,Tue Apr 10 18:30:26 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@Facebook CEO Mark Zuckerberg testifies before Congress. 

Live blog: https://t.co/Il5feaxDRW https://t.co/OqG4FdSUeZ"
-0.34,@FoxNews,Tue Apr 10 18:26:30 +0000 2018,0.167,0.833,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Los Angeles painting city streets white in bid to combat climate change https://t.co/wnrEqTzmCW
0.0,@NYTimes,Tue Apr 10 19:40:09 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",After months of speculation about whether the Obamas or the Trumps would be invited to the royal wedding next month… https://t.co/t2fr7iBNOm
0.0,@NYTimes,Tue Apr 10 19:30:10 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @kevinroose: Third or fourth mention of Facebook’s dorm room origins so far. Obviously meant to humanize Zuckerberg, but it feeds a narr…"
