,lat,lng,city,country,temp_max,humidity,wind_speed,cloudiness,Date
328,-12.15,106.74,kawalu,ID,66.59,94.0,1.61,32.0,2018-04-03
329,9.49,-53.97,marienburg,DE,53.6,71.0,5.82,0.0,2018-04-03
330,-13.34,-79.06,lima,PE,68.96,68.0,2.71,36.0,2018-04-03
331,46.87,142.56,troitskoye,RU,9.89,83.0,4.74,0.0,2018-04-03
332,-48.13,-74.72,coihaique,CL,55.4,93.0,3.36,90.0,2018-04-03
333,50.76,17.62,brzeg,PL,46.4,75.0,6.93,0.0,2018-04-03
334,8.69,127.48,barcelona,ES,57.2,87.0,2.24,75.0,2018-04-03
335,24.9,88.3,ingraj bazar,IN,67.76,81.0,1.72,0.0,2018-04-03
336,-40.62,172.78,takaka,NZ,64.52,78.0,8.99,0.0,2018-04-03
337,6.46,-42.73,carutapera,BR,77.93,95.0,5.08,8.0,2018-04-03
338,12.42,40.66,dubti,ET,70.73,70.0,3.85,0.0,2018-04-03
339,17.57,125.28,dicabisagan,PH,75.05,100.0,3.51,56.0,2018-04-03
340,-26.67,-33.77,sao joao da barra,BR,75.2,94.0,4.7,40.0,2018-04-03
341,12.5,51.35,bereda,ES,48.2,81.0,9.17,20.0,2018-04-03
342,45.39,100.95,hovd,NO,35.6,51.0,12.75,0.0,2018-04-03
343,48.95,33.46,onufriyivka,UA,39.98,78.0,5.5,56.0,2018-04-03
344,6.42,-88.71,nicoya,CR,95.0,32.0,8.05,0.0,2018-04-03
345,-0.79,94.64,sibolga,ID,69.65,100.0,1.5,44.0,2018-04-03
346,32.28,33.64,ashqelon,IL,60.8,82.0,4.7,20.0,2018-04-03
347,59.54,37.91,cherepovets,RU,29.96,89.0,11.79,20.0,2018-04-03
348,36.55,-92.32,mountain home,US,51.8,21.0,12.75,40.0,2018-04-03
349,-32.84,159.41,port macquarie,AU,69.8,88.0,5.82,40.0,2018-04-03
350,17.56,-45.65,sinnamary,GF,79.55,98.0,7.87,92.0,2018-04-03
351,-20.33,-58.92,fuerte olimpo,BR,78.11,72.0,4.29,64.0,2018-04-03
352,31.85,36.71,sabha,LY,69.74,27.0,12.24,0.0,2018-04-03
353,-49.89,163.48,tuatapere,NZ,57.59,100.0,27.34,68.0,2018-04-03
354,18.93,85.77,puri,ID,73.79,92.0,4.18,36.0,2018-04-03
355,24.9,-59.05,codrington,AU,70.82,79.0,5.97,92.0,2018-04-03
356,52.24,127.46,shimanovsk,RU,18.8,32.0,11.45,48.0,2018-04-03
357,27.34,112.58,xiangxiang,CN,67.94,100.0,5.3,92.0,2018-04-03
358,3.34,33.98,kaabong,UG,65.51,85.0,2.39,76.0,2018-04-03
359,56.65,-114.58,slave lake,CA,23.0,53.0,9.17,20.0,2018-04-03
360,-14.76,117.56,port hedland,AU,77.0,73.0,5.82,0.0,2018-04-03
361,28.32,-64.25,hamilton,CA,39.2,100.0,24.16,90.0,2018-04-03
362,12.4,-53.57,oistins,BB,78.8,74.0,14.99,40.0,2018-04-03
363,-3.11,8.05,omboue,GA,81.71,100.0,1.95,88.0,2018-04-03
364,12.88,102.88,bo rai,TH,70.55,93.0,1.72,0.0,2018-04-03
365,-26.21,-75.15,taltal,CL,57.41,91.0,2.39,0.0,2018-04-03
366,49.06,-62.93,havre-saint-pierre,CA,30.2,58.0,12.75,90.0,2018-04-03
367,28.64,-93.48,port arthur,US,80.6,74.0,11.41,90.0,2018-04-03
368,68.93,14.05,kabelvag,NO,25.82,100.0,5.53,0.0,2018-04-03
369,7.36,-90.62,santa cruz,US,75.2,59.0,9.17,1.0,2018-04-03
370,-17.1,-148.75,tiarei,PF,87.8,62.0,3.36,75.0,2018-04-03
371,48.1,18.49,levice,SK,44.6,75.0,4.7,0.0,2018-04-03
372,28.02,-112.03,santa rosalia,IT,57.2,71.0,3.36,0.0,2018-04-03
373,0.68,-60.71,boa vista,BR,82.4,78.0,6.93,75.0,2018-04-03
374,68.09,-1.54,brae,GB,37.4,74.0,12.75,88.0,2018-04-03
375,87.88,31.21,berlevag,NO,30.2,86.0,23.04,75.0,2018-04-03
376,-34.31,177.54,whitianga,NZ,68.75,100.0,8.32,8.0,2018-04-03
377,31.38,124.62,shenjiamen,CN,61.55,91.0,15.82,92.0,2018-04-03
378,-2.24,84.0,hambantota,LK,78.65,100.0,7.31,0.0,2018-04-03
379,40.43,-11.09,peniche,PT,55.4,82.0,11.41,20.0,2018-04-03
380,48.92,129.8,arkhara,RU,23.93,33.0,13.47,32.0,2018-04-03
381,56.33,82.34,bakchar,RU,6.83,80.0,5.08,0.0,2018-04-03
382,-54.96,176.05,dunedin,NZ,62.03,49.0,17.92,12.0,2018-04-03
383,-2.1,2.93,port-gentil,GA,80.6,88.0,4.7,20.0,2018-04-03
384,-40.94,173.62,havelock,US,78.8,83.0,16.11,1.0,2018-04-03
385,-18.37,19.17,rundu,NA,79.28,36.0,5.97,100.0,2018-04-03
386,63.38,141.49,ust-nera,RU,21.86,83.0,2.62,56.0,2018-04-03
387,-21.55,-42.41,recreio,BR,69.2,99.0,3.51,92.0,2018-04-03
388,-1.19,-48.76,barcarena,BR,78.8,88.0,8.05,75.0,2018-04-03
389,8.49,113.73,balabac,PH,83.33,100.0,5.97,8.0,2018-04-03
390,51.08,-5.99,penzance,GB,48.2,93.0,20.8,75.0,2018-04-03
391,2.59,-27.82,touros,BR,81.53,84.0,12.24,92.0,2018-04-03
392,25.66,131.63,naze,NG,77.0,88.0,3.85,20.0,2018-04-03
393,-0.21,120.91,poso,ID,78.11,100.0,0.38,64.0,2018-04-03
394,-22.95,130.79,yulara,AU,66.2,32.0,6.93,0.0,2018-04-03
395,2.23,-80.24,esmeraldas,BR,80.6,69.0,5.82,20.0,2018-04-03
396,51.93,71.32,alekseyevka,RU,39.2,89.0,22.37,40.0,2018-04-03
397,61.09,28.26,lappeenranta,FI,23.0,79.0,4.7,0.0,2018-04-03
398,32.48,68.31,sharan,AF,38.78,91.0,4.63,8.0,2018-04-03
399,-33.53,39.21,richards bay,ZA,71.0,97.0,4.07,92.0,2018-04-03
400,38.87,-13.39,colares,PT,57.2,82.0,14.99,20.0,2018-04-03
401,-1.1,159.97,kieta,PG,83.96,94.0,8.43,32.0,2018-04-03
402,30.95,-80.02,saint simons,US,84.2,83.0,10.29,40.0,2018-04-03
403,9.64,-89.56,corinto,BR,75.59,63.0,5.3,20.0,2018-04-03
404,-23.85,-43.31,rio de janeiro,BR,82.4,74.0,8.05,75.0,2018-04-03
405,53.25,17.09,zlotow,PL,45.8,86.0,9.22,32.0,2018-04-03
406,20.55,3.57,tessalit,ML,65.06,23.0,3.4,0.0,2018-04-03
407,63.56,116.47,suntar,RU,12.86,72.0,2.62,64.0,2018-04-03
408,13.32,117.47,buluang,PH,78.8,88.0,2.24,90.0,2018-04-03
409,7.26,-12.23,mattru,SL,78.38,81.0,5.53,0.0,2018-04-03
410,47.09,86.74,altay,CN,5.03,76.0,2.28,12.0,2018-04-03
411,39.3,15.1,belvedere marittimo,IT,57.23,93.0,6.64,20.0,2018-04-03
412,50.73,73.04,aktau,KZ,42.8,93.0,8.95,0.0,2018-04-03
413,26.77,79.57,bidhuna,IN,72.08,60.0,3.96,32.0,2018-04-03
414,-20.74,-35.79,linhares,BR,78.92,70.0,9.66,20.0,2018-04-03
415,28.88,134.82,nichinan,JP,57.2,93.0,6.93,20.0,2018-04-03
416,52.18,-117.46,jasper,US,86.0,40.0,5.82,56.0,2018-04-03
417,-22.7,133.8,alice springs,AU,64.4,48.0,6.93,0.0,2018-04-03
418,21.13,58.73,ibra,OM,60.83,77.0,0.16,24.0,2018-04-03
419,54.1,-13.45,dingle,PH,76.58,99.0,9.1,8.0,2018-04-03
420,-49.24,-63.8,comodoro rivadavia,AR,55.4,100.0,5.82,90.0,2018-04-03
421,-11.94,54.04,sambava,MG,79.55,100.0,18.05,48.0,2018-04-03
422,-17.89,39.86,angoche,MZ,82.61,100.0,7.2,92.0,2018-04-03
423,79.03,-8.49,husavik,CA,21.41,82.0,4.41,20.0,2018-04-03
424,39.88,36.18,akdagmadeni,TR,23.39,74.0,1.72,0.0,2018-04-03
425,72.07,-145.62,fairbanks,US,23.0,41.0,13.87,1.0,2018-04-03
426,21.32,147.24,katsuura,JP,55.4,87.0,10.29,0.0,2018-04-03
427,24.88,66.88,karachi,PK,77.0,83.0,11.41,20.0,2018-04-03
428,25.9,91.9,nongpoh,IN,55.97,81.0,2.28,0.0,2018-04-03
429,14.65,29.16,bara,NG,71.45,31.0,5.97,0.0,2018-04-03
430,65.11,-73.08,iqaluit,CA,26.6,79.0,9.17,90.0,2018-04-03
431,2.64,103.88,mersing,MY,79.01,91.0,6.42,48.0,2018-04-03
432,46.55,95.71,erzin,TR,59.0,52.0,8.05,0.0,2018-04-03
433,-39.54,169.43,westport,IE,38.96,100.0,16.04,92.0,2018-04-03
434,69.49,-148.33,college,US,23.0,41.0,13.87,1.0,2018-04-03
435,71.35,158.13,cherskiy,RU,36.35,73.0,4.74,0.0,2018-04-03
436,-33.21,132.85,flinders,AU,59.0,100.0,3.36,20.0,2018-04-03
437,-9.76,34.49,njombe,TZ,61.28,99.0,3.74,92.0,2018-04-03
438,47.88,8.55,blumberg,DE,50.0,81.0,5.82,0.0,2018-04-03
439,-13.53,-77.63,san vicente de canete,PE,66.68,84.0,2.17,48.0,2018-04-03
440,-12.46,-89.62,sechura,PE,75.41,68.0,11.01,0.0,2018-04-03
441,-27.28,-57.32,laureles,MX,86.0,6.0,11.41,5.0,2018-04-03
442,-37.89,155.68,ulladulla,AU,59.0,100.0,3.36,20.0,2018-04-03
443,5.72,119.91,languyan,FR,50.0,81.0,25.28,44.0,2018-04-03
444,-37.82,-61.38,tres arroyos,AR,65.33,51.0,9.78,0.0,2018-04-03
445,51.54,-6.58,dunmore east,IE,43.55,99.0,10.89,92.0,2018-04-03
446,-7.92,7.9,soyo,AO,74.51,95.0,2.84,36.0,2018-04-03
447,50.22,-48.57,bonavista,CA,23.03,94.0,23.53,0.0,2018-04-03
448,-16.38,97.61,labuhan,ID,74.42,97.0,1.16,68.0,2018-04-03
449,55.06,39.19,krasnaya poyma,RU,19.25,81.0,4.74,0.0,2018-04-03
450,65.63,76.27,novyy urengoy,RU,-4.52,81.0,12.46,68.0,2018-04-03
451,-19.22,-64.53,padilla,CO,71.6,94.0,3.36,75.0,2018-04-03
452,4.09,-65.22,inirida,CO,73.43,95.0,1.95,88.0,2018-04-03
453,-21.61,-63.34,villamontes,BO,67.22,96.0,2.39,92.0,2018-04-03
454,-28.24,154.78,byron bay,AU,77.0,61.0,17.22,75.0,2018-04-03
455,65.02,-139.88,mayo,CA,19.4,28.0,4.7,20.0,2018-04-03
456,67.08,30.64,alakurtti,RU,27.26,83.0,8.1,92.0,2018-04-03
457,61.46,-49.4,paamiut,GL,31.76,89.0,4.41,44.0,2018-04-03
458,33.54,152.46,hasaki,JP,57.2,100.0,2.24,0.0,2018-04-03
459,-13.62,120.26,waingapu,ID,79.28,92.0,3.62,0.0,2018-04-03
460,-8.42,-26.35,pitimbu,BR,80.6,78.0,6.93,20.0,2018-04-03
461,46.96,-134.53,port hardy,CA,44.6,70.0,6.93,90.0,2018-04-03
462,0.08,-163.96,lufilufi,WS,86.0,74.0,3.36,75.0,2018-04-03
463,18.03,7.33,arlit,NE,74.87,31.0,4.85,0.0,2018-04-03
464,9.27,129.65,bacolod,PH,77.39,90.0,5.41,36.0,2018-04-03
465,7.41,-73.11,el playon,CO,86.0,55.0,4.7,40.0,2018-04-03
466,-7.52,103.22,pringsewu,ID,74.96,96.0,2.17,88.0,2018-04-03
467,-44.84,174.72,christchurch,NZ,68.0,56.0,3.36,0.0,2018-04-03
468,23.66,111.21,wuzhou,CN,71.36,76.0,3.51,48.0,2018-04-03
469,8.25,-7.82,touba,SN,77.0,65.0,9.17,24.0,2018-04-03
470,6.24,-66.35,puerto carreno,CO,95.0,44.0,5.82,40.0,2018-04-03
471,34.32,137.57,kosai,JP,59.0,87.0,2.24,0.0,2018-04-03
472,25.33,109.85,guilin,CN,69.8,88.0,2.24,40.0,2018-04-03
473,49.56,143.27,poronaysk,RU,26.09,78.0,15.82,24.0,2018-04-03
474,61.61,162.52,ossora,RU,32.3,98.0,16.49,92.0,2018-04-03
475,46.96,118.53,hailar,CN,20.78,40.0,4.74,0.0,2018-04-03
476,-11.92,27.44,lubumbashi,CD,64.61,94.0,6.42,56.0,2018-04-03
477,67.49,28.79,kuusamo,FI,28.4,86.0,11.41,90.0,2018-04-03
478,66.98,149.33,zyryanka,RU,33.65,86.0,2.62,12.0,2018-04-03
479,13.86,74.51,bhatkal,IN,82.16,100.0,8.43,20.0,2018-04-03
480,36.81,-84.34,somerset,US,78.8,44.0,18.34,1.0,2018-04-03
481,11.03,1.01,natitingou,BJ,87.8,43.0,3.36,0.0,2018-04-03
482,19.51,-92.35,carmen,PH,78.29,75.0,4.29,20.0,2018-04-03
483,37.51,80.36,shache,CN,48.5,63.0,5.86,80.0,2018-04-03
484,-13.37,-54.1,diamantino,BR,71.36,98.0,2.73,44.0,2018-04-03
485,69.77,21.9,oksfjord,NO,30.2,92.0,11.41,88.0,2018-04-03
486,61.08,161.04,evensk,RU,35.63,84.0,13.35,12.0,2018-04-03
487,59.27,11.87,orje,NO,33.8,95.0,5.82,75.0,2018-04-03
488,38.96,117.05,yangliuqing,CN,32.0,67.0,4.47,0.0,2018-04-03
489,23.52,87.53,durgapur,IN,66.5,82.0,2.73,0.0,2018-04-03
490,-13.89,-66.07,santa rosa,AR,71.09,56.0,12.01,20.0,2018-04-03
491,56.61,74.46,tara,JP,62.6,93.0,1.12,75.0,2018-04-03
492,1.81,-64.19,santa isabel do rio negro,BR,75.23,97.0,2.95,48.0,2018-04-03
493,1.22,157.67,namatanai,PG,85.49,93.0,7.99,0.0,2018-04-03
494,51.29,-110.34,provost,CA,18.53,91.0,3.06,8.0,2018-04-03
495,9.66,41.31,deder,ET,62.9,85.0,5.08,20.0,2018-04-03
496,63.64,172.78,anadyr,RU,17.6,85.0,6.71,0.0,2018-04-03
497,-21.51,35.01,beira,ES,48.2,81.0,9.17,20.0,2018-04-03
498,74.19,32.13,vardo,US,51.8,93.0,8.05,40.0,2018-04-03
499,60.21,132.05,amga,RU,8.36,50.0,8.77,20.0,2018-04-03
