City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
381,isla vista,20,US,1526849760,59,34.41,-119.86,66.2,8.05
382,lengshuijiang,92,CN,1526852207,98,27.66,111.45,74.18,2.98
383,deputatskiy,80,RU,1526852208,89,69.3,139.9,31.52,3.76
384,jalu,12,LY,1526852208,17,29.03,21.55,86.33,8.79
385,usakos,0,NA,1526852208,89,-22.0,15.59,48.17,2.64
386,santo tomas,0,PH,1526852209,94,17.4,121.77,70.67,2.19
387,dawlatabad,8,AF,1526852209,44,36.41,64.91,55.37,5.21
388,yiyang,92,CN,1526852210,100,28.59,112.35,69.32,6.89
389,cherskiy,32,RU,1526852210,90,68.75,161.3,35.39,1.97
390,fereydun kenar,0,IR,1526846400,88,36.69,52.52,69.8,2.19
391,taunggyi,8,MM,1526852210,92,20.78,97.03,61.76,2.42
392,saint-pierre,20,FR,1526850000,87,48.95,4.24,57.2,6.93
393,tacuarembo,32,UY,1526852211,72,-31.73,-55.98,55.91,8.12
394,saint anthony,20,US,1526849760,30,43.97,-111.68,73.4,9.17
395,nouadhibou,0,MR,1526850000,68,20.93,-17.03,66.2,18.34
396,susehri,88,TR,1526852215,95,40.16,38.09,52.49,1.74
397,khandyga,48,RU,1526852215,75,62.65,135.58,41.87,6.55
398,horsham,68,AU,1526852215,93,-36.71,142.2,53.39,13.82
399,chacabuco,48,AR,1526852241,66,-34.64,-60.47,55.19,5.21
400,emba,0,CY,1526850000,56,34.81,32.42,75.2,4.7
401,nam som,88,TH,1526852217,91,17.77,102.19,76.34,2.19
402,bilma,0,NE,1526852217,14,18.69,12.92,83.81,8.9
403,batagay-alyta,80,RU,1526852217,83,67.8,130.41,31.43,6.89
404,berlevag,0,NO,1526849400,75,70.86,29.09,48.2,23.04
405,chumphon,68,TH,1526852218,94,10.5,99.18,75.44,1.86
406,fukue,75,JP,1526850000,82,35.03,136.69,60.8,4.7
407,rafraf,40,TN,1526850000,88,37.19,10.18,64.4,3.36
408,shellbrook,20,CA,1526850000,17,53.22,-106.39,75.2,16.11
409,watsa,80,CD,1526852219,98,3.04,29.53,66.26,3.65
410,nunchia,92,CO,1526852220,100,5.64,-72.2,74.54,2.64
411,aykhal,0,RU,1526852220,68,65.95,111.51,22.25,3.76
412,soubre,32,CI,1526852221,94,5.79,-6.61,76.25,5.88
413,marabba,20,SD,1526852221,39,12.35,32.18,89.12,14.94
414,cabadiangan,90,PH,1526850000,88,10.45,123.98,78.8,2.24
415,vanavara,68,RU,1526852222,61,60.35,102.28,37.01,5.44
416,kloulklubed,75,PW,1526849580,94,7.04,134.26,80.6,8.05
417,huarmey,8,PE,1526852223,64,-10.07,-78.15,72.83,3.87
418,cam ranh,56,VN,1526852223,99,11.92,109.15,80.21,4.09
419,sens,0,FR,1526850000,87,48.2,3.28,59.0,4.7
420,ilulissat,0,GL,1526849400,74,69.22,-51.1,28.4,4.7
421,hazorasp,0,UZ,1526850000,40,41.32,61.08,68.0,6.93
422,duiwelskloof,32,ZA,1526852225,92,-23.69,30.14,54.29,2.19
423,ust-nera,92,RU,1526852225,90,64.57,143.24,33.14,2.98
424,hare bay,90,CA,1526850000,93,48.86,-53.99,53.6,17.22
425,kalianget,36,ID,1526852225,100,-7.74,113.68,73.28,4.09
426,saldanha,8,PT,1526852226,62,41.42,-6.55,59.24,3.76
427,harper,40,US,1526850900,57,30.3,-99.24,75.2,8.05
428,istisu,68,AZ,1526852226,56,40.95,48.07,58.07,2.75
429,coahuayana,0,MX,1526852227,23,18.62,-100.35,94.16,3.2
430,tarko-sale,92,RU,1526852228,93,64.92,77.78,38.0,8.46
431,storsteinnes,90,NO,1526849400,87,69.24,19.23,48.2,8.05
432,mandan,1,US,1526850900,30,46.83,-100.89,69.8,10.29
433,coihaique,75,CL,1526850000,57,-45.58,-72.07,48.2,8.05
434,kutum,0,SD,1526852230,32,14.2,24.66,67.61,6.55
435,cermei,0,RO,1526850000,63,46.55,21.85,62.6,8.05
436,yulara,0,AU,1526850000,70,-25.24,130.99,46.4,8.05
437,olinda,75,EC,1526850000,69,-2.03,-79.75,82.4,8.05
438,mwinilunga,0,ZM,1526852231,68,-11.73,24.43,60.41,4.43
439,lukovetskiy,0,RU,1526850000,100,64.29,41.92,39.2,6.44
440,humboldt,0,CA,1526852232,26,52.21,-105.12,72.02,17.52
441,lerwick,92,GB,1526849400,93,60.15,-1.15,51.8,12.75
442,bemidji,1,US,1526850900,40,47.48,-94.89,71.6,4.7
443,itoman,75,JP,1526850000,83,26.12,127.67,78.8,11.41
444,lakhimpur,68,IN,1526852233,91,27.24,94.1,74.36,3.2
445,qandala,0,SO,1526852233,97,11.47,49.87,73.64,2.75
446,ponta delgada,75,PT,1526850000,88,37.73,-25.67,62.6,19.46
447,menongue,92,AO,1526852234,62,-14.66,17.68,67.7,2.42
448,bandarbeyla,36,SO,1526852234,100,9.49,50.81,82.01,9.8
449,lamar,20,US,1526849580,37,38.09,-102.62,69.8,7.56
450,ankpa,36,NG,1526852236,98,7.37,7.63,74.36,4.43
451,mana,0,RS,1526850000,81,43.52,20.24,57.2,1.12
452,lorengau,88,PG,1526852237,100,-2.02,147.27,84.17,8.46
453,ust-tsilma,92,RU,1526852263,93,65.44,52.15,42.14,2.98
454,la rioja,8,AR,1526852238,61,-29.41,-66.86,62.39,3.98
455,umba,56,RU,1526852238,64,66.69,34.34,48.35,7.9
456,flinders,0,AU,1526846400,62,-34.58,150.85,57.2,14.99
457,garhi khairo,0,PK,1526852239,14,28.06,67.98,76.16,8.23
458,carutapera,76,BR,1526852239,79,-1.2,-46.02,81.29,7.45
459,nicholasville,0,US,1526849700,48,37.88,-84.57,87.8,3.36
460,pontian kecil,75,MY,1526850000,94,1.48,103.39,78.8,3.98
461,katangli,88,RU,1526852240,100,51.71,143.23,27.2,5.99
462,dovers,92,VC,1526852241,100,12.88,-61.18,77.24,17.18
463,tessalit,20,ML,1526852242,18,20.2,1.01,87.41,6.22
464,edson,40,CA,1526850000,42,53.59,-116.44,68.0,9.17
465,slobodskoy,12,RU,1526852242,70,58.73,50.18,44.3,7.34
466,malpura,88,IN,1526852242,25,26.29,75.37,91.64,6.11
467,lethem,76,GY,1526852243,67,3.38,-59.8,84.89,11.36
468,mattru,36,SL,1526852243,74,7.62,-11.83,81.29,5.99
469,gumdag,0,TM,1526852243,27,39.2,54.59,72.56,9.8
470,grindavik,75,IS,1526850000,86,63.84,-22.43,42.8,19.46
471,aguimes,40,ES,1526850000,63,27.91,-15.45,66.2,14.99
472,bay-khaak,68,RU,1526852244,50,51.16,94.47,20.99,1.97
473,ulverstone,36,AU,1526852245,80,-41.16,146.17,44.75,9.24
474,rock sound,92,BS,1526852245,94,24.9,-76.2,80.12,20.65
475,umm lajj,0,SA,1526852245,77,25.02,37.27,80.57,4.21
476,ust-maya,8,RU,1526852246,71,60.42,134.54,41.24,4.99
477,loa janan,92,ID,1526852246,98,-0.58,117.09,76.7,2.08
478,los llanos de aridane,20,ES,1526850000,63,28.66,-17.92,64.4,1.12
479,susner,12,IN,1526852247,34,23.94,76.1,86.24,9.13
480,baryatino,0,RU,1526852247,78,54.31,34.52,49.79,9.69
481,tynda,12,RU,1526852247,66,55.15,124.74,42.59,4.43
482,la ronge,5,CA,1526850000,12,55.1,-105.3,77.0,6.93
483,iqaluit,90,CA,1526850000,68,63.75,-68.52,24.8,12.75
484,ulaangom,0,MN,1526852249,89,49.98,92.07,16.04,2.3
485,alofi,44,NU,1526850000,78,-19.06,-169.92,82.4,6.93
486,mandalgovi,12,MN,1526852249,31,45.76,106.27,58.97,13.82
487,santo angelo,68,BR,1526852249,85,-28.3,-54.26,51.77,6.33
488,antalaha,80,MG,1526852250,100,-14.9,50.28,71.39,14.94
489,queimadas,0,BR,1526846400,78,-7.36,-35.9,78.8,8.05
490,sibolga,64,ID,1526852250,100,1.74,98.78,70.85,0.63
491,fairhope,40,US,1526849760,83,30.52,-87.9,91.4,6.93
492,viedma,88,AR,1526852251,77,-40.81,-62.99,53.75,12.03
493,erenhot,76,CN,1526852252,73,43.65,111.97,61.67,12.03
494,verkhoyansk,88,RU,1526852252,90,67.55,133.39,29.63,10.47
495,rocha,48,UY,1526852252,83,-34.48,-54.34,57.89,10.8
496,chuchkovo,64,RU,1526852253,61,54.27,41.45,56.63,13.94
497,manokwari,20,ID,1526852253,100,-0.87,134.08,81.29,4.99
498,banjarmasin,44,ID,1526852253,100,-3.32,114.59,77.24,4.21
499,puerto cabezas,75,NI,1526850000,88,14.04,-83.39,82.4,4.7
500,solvychegodsk,44,RU,1526852254,81,61.33,46.92,42.59,2.64
501,west wendover,75,US,1526850300,32,40.74,-114.07,69.8,28.86
502,olavarria,92,AR,1526852255,63,-36.89,-60.32,55.1,9.13
503,lebanon,40,US,1526850900,59,43.64,-72.25,71.6,13.87
504,taltal,12,CL,1526852256,76,-25.41,-70.49,63.02,2.64
505,bijar,20,IR,1526852256,81,35.87,47.6,48.26,2.64
506,palmares do sul,90,BR,1526850000,87,-30.26,-50.51,57.2,13.87
507,werda,0,DE,1526850000,62,50.44,12.3,57.2,13.87
508,kirakira,36,SB,1526852257,100,-10.46,161.92,83.45,16.96
509,manggar,48,ID,1526852258,97,-2.88,108.27,78.86,4.43
510,beira,20,ES,1526850000,51,43.2,-8.36,62.6,5.82
511,paamiut,0,GL,1526852258,100,61.99,-49.67,31.97,10.69
512,fort nelson,75,CA,1526850000,27,58.81,-122.69,78.8,2.24
513,tateyama,75,JP,1526850600,87,36.66,137.31,55.4,2.24
514,jaciara,8,BR,1526852259,73,-15.95,-54.98,63.92,4.21
515,tomatlan,0,MX,1526852260,57,19.93,-105.25,88.22,5.21
516,naqadeh,48,IR,1526852260,100,36.96,45.39,62.21,6.22
517,iwanai,0,JP,1526852260,96,42.97,140.51,48.89,6.22
518,antigonish,90,CA,1526850000,93,45.62,-61.99,55.4,13.87
519,asifabad,8,IN,1526852286,40,19.38,79.29,86.42,9.24
520,rio gallegos,0,AR,1526850000,49,-51.62,-69.22,46.4,14.99
521,lixourion,36,GR,1526852262,89,38.2,20.43,71.39,15.17
522,pauini,68,BR,1526852262,72,-7.71,-67.0,79.67,6.22
523,wewak,44,PG,1526852263,100,-3.55,143.63,75.89,2.64
524,kabin buri,24,TH,1526852263,96,13.95,101.72,74.18,2.42
525,axim,8,GH,1526852263,98,4.87,-2.24,81.56,10.47
