Description,Index,Connecticut,Andover,Ansonia PD,Ashford CSP,Avon PD,Barkhamsted CSP,Beacon Falls CSP,Berlin PD,Bethany CSP,Bethel PD,Bethlehem CSP,Bloomfield PD,Bolton CSP,Bozrah CSP,Branford PD,Bridgeport PD,Bridgewater CSP,Bristol PD,Brookfield PD,Brooklyn CSP,Burlington CSP,Canaan CSP,Canterbury CSP,Canton PD,Chaplin CSP,Cheshire PD,Chester CSP,Clinton PD,Colchester CSP,Colebrook CSP,Columbia CSP,Cornwall CSP,Coventry PD,Cromwell PD,Danbury PD,Darien PD,Deep River CSP,Derby PD,Durham CSP,Eastford CSP,East Granby CSP,East Haddam CSP,East Hampton PD,East Hartford PD,East Haven PD,East Lyme CSP,Easton PD,East Windsor PD,Ellington CSP,Enfield PD,Essex CSP,Fairfield PD,Farmington PD,Franklin CSP,Glastonbury PD,Goshen CSP,Granby PD,Greenwich PD,Griswold CSP,Groton City PD,Guilford PD,Haddam CSP,Hamden PD,Hampton CSP,Hartford PD,Hartland CSP,Harwinton CSP,Hebron CSP,Kent CSP,Killingly CSP,Killingworth CSP,Lebanon CSP,Ledyard CSP,Lisbon CSP,Litchfield CSP,Lyme CSP,Madison PD,Manchester PD,Mansfield CSP,Marlborough CSP,Meriden PD,Middlebury PD,Middlefield CSP,Middletown PD,Milford PD,Monroe PD,Montville CSP,Morris CSP,Naugatuck PD,New Britain PD,New Canaan PD,New Fairfield CSP,New Hartford CSP,New Haven PD,Newington PD,New London PD,New Milford PD,Newtown PD,Norfolk CSP,North Branford PD,North Canaan CSP,North Haven PD,North Stonington CSP,Norwalk PD,Norwich PD,Old Lyme CSP,Old Saybrook PD,Orange PD,Oxford CSP,Plainfield PD,Plainville PD,Plymouth PD,Pomfret CSP,Portland PD,Preston CSP,Prospect CSP,Putnam PD,Putnam CSP,Redding PD,Ridgefield PD,Rocky Hill PD,Roxbury CSP,Salem CSP,Salisbury CSP,Scotland CSP,Seymour PD,Sharon CSP,Shelton PD,Sherman CSP,Simsbury PD,Somers CSP,Southbury CSP,Southington PD,South Windsor PD,Sprague CSP,Stafford CSP,Stamford PD,Sterling CSP,Stonington PD,Stratford PD,Suffield PD,Thomaston PD,Thompson CSP,Tolland CSP,Torrington PD,Trumbull PD,Union CSP,Vernon PD,Voluntown CSP,Wallingford PD,Warren CSP,Washington CSP,Waterbury PD,Waterford PD,Watertown PD,Westbrook CSP,West Hartford PD,West Haven PD,Weston PD,Westport PD,Wethersfield PD,Willington CSP,Wilton PD,Winchester PD,Willimantic PD,Windham CSP,Windsor PD,Windsor Locks PD,Wolcott PD,Woodbridge PD,Woodbury CSP,Woodstock CSP,Yale Univ. PD,UCONN-Storrs PD,Foxwoods Casino CSP,Mohegan Sun Casino CSP,MTA PD,CCSU PD,ECSU PD,UCONN Health Ctr. PD,WCSU PD,SCSU PD,Capitol Police PD,Groton Town PD,Groton Long Pt. PD,CTSPOther,Fairfield,Hartford,Litchfield,Middlesex,New Haven,New London,Tolland,Windham,New York,Urban,NonUrban,CSP Total,NIBRS,Summary
Larceny From_Buildings Offenses,72,"9,980",0,60,0,41,0,9,36,6,10,1,37,2,3,104,162,2,149,15,3,1,0,3,10,4,55,3,0,10,0,1,1,11,63,306,5,3,47,0,0,1,4,54,146,135,9,7,29,2,44,1,139,77,1,61,0,17,49,3,20,40,4,146,0,760,0,3,3,0,8,0,2,14,1,5,0,34,188,9,3,73,28,3,199,70,23,14,1,53,325,15,3,8,"1,094",105,91,219,40,0,18,7,149,0,445,103,2,26,76,4,1,36,36,2,11,5,5,27,2,9,11,39,1,0,4,0,40,5,93,1,21,0,31,149,60,1,6,359,0,28,176,9,20,3,1,152,41,0,49,0,37,0,2,853,8,58,1,239,50,20,58,67,0,42,47,78,1,73,34,10,45,2,3,143,80,3,6,1,17,40,1,20,35,2,76,1,17,"2,050","2,777",574,389,"3,450",401,164,175,0,"3,228","6,752",269,"6,528","3,452"
Larceny From_Buildings Value_Stolen,73,"16,182,722",0,"102,391",0,"146,178",0,"4,155","67,258","34,255","8,752",100,"127,936",900,"2,101","149,760","85,318","2,420","204,231","79,781","8,778",450,0,"7,378","58,931","4,099","275,194","2,601",0,"32,374",0,978,115,"30,812","74,875","529,080","10,860","5,814","41,920",0,0,600,"1,060","92,282","146,956","691,980","10,661","7,069","28,533","4,550","25,712",270,"1,201,816","154,523",700,"198,871",0,"15,334","297,936","4,658","13,489","95,828","16,380","199,870",0,0,0,"3,701","2,370",0,"11,890",0,800,"4,860",864,963,0,"353,222","168,135","4,556",380,"164,521","78,413",875,"204,640","127,027","14,754","19,757",1,"64,530","193,201","98,181","44,670","7,608","1,219,243","155,573","60,854","340,147","122,288",0,"10,999","1,980","216,299",0,"623,579","68,443","1,295","54,456","58,355","5,556",1,"70,281","122,476","55,480","17,985","3,741","4,756","20,536","1,216","62,070","23,833","79,432","4,500",0,"6,060",0,"44,894","1,114","162,773",0,"153,704",0,"17,040","159,860","37,975",538,"5,025","863,140",0,"38,188","312,523","16,849","46,349","3,519",400,"143,336","43,855",0,"29,752",0,"150,954",0,500,"652,136","11,754","91,557","5,975","887,169","56,069","164,726","228,887","126,146",0,"153,879","40,814","49,634",125,"137,499","157,524","80,601","362,784","2,491","9,875","116,658","81,590","5,576","1,614",600,"8,113","9,846",149,"14,941","16,594",72,"141,643",19,"43,148","5,155,311","3,527,575","816,232","520,361","5,396,004","423,929","160,933","182,377",0,"2,819,837","13,362,885","430,216","13,368,034","2,814,688"
Larceny Coin-operated_Machines Offenses,74,223,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,8,0,1,0,0,0,4,0,0,3,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,106,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,3,0,2,0,0,4,0,0,0,0,21,0,0,11,0,2,0,2,4,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,13,42,11,4,146,6,0,1,0,22,201,5,76,147
Larceny Coin-operated_Machines Value_Stolen,75,"93,948",0,0,0,0,0,0,360,0,300,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,244,0,200,0,0,0,"4,833",0,0,"1,070",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,50,0,0,20,"75,957",0,0,40,0,402,0,0,0,0,0,300,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,"2,000",0,0,"3,002",0,151,0,0,910,0,0,0,0,475,0,0,416,0,1,0,210,210,0,0,686,0,0,200,0,0,0,0,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76,0,20,"6,672","8,073","1,302",40,"77,233",627,0,1,0,"2,416","91,532",266,"11,060","82,888"
Larceny All_Other Offenses,76,"13,799",5,49,7,33,8,26,126,8,107,16,178,10,4,206,794,1,369,70,11,18,2,13,50,2,56,7,129,34,1,11,13,75,32,151,46,12,56,22,2,7,63,47,222,108,67,7,95,20,158,19,148,130,6,49,7,43,130,26,61,124,19,288,2,219,2,17,11,17,58,14,13,58,38,31,9,39,358,65,14,349,13,10,147,476,80,56,7,195,339,48,17,15,455,150,155,149,67,6,94,5,146,25,113,149,20,41,49,27,16,208,58,4,19,7,25,46,15,32,11,21,10,9,13,3,43,6,69,9,61,23,72,126,130,12,26,252,10,166,145,27,38,16,15,226,107,3,48,11,360,2,11,525,21,60,15,142,292,19,102,25,9,22,32,71,29,113,44,94,10,27,9,39,55,84,77,58,27,10,2,13,13,2,169,9,97,"2,617","3,488",778,693,"4,237","1,286",376,324,0,"2,245","11,554","1,653","9,171","4,628"
Larceny All_Other Value_Stolen,77,"19,776,775","7,483","111,723","9,611","51,593","11,055","58,075","234,741","44,875","147,263","33,318","151,922","27,217","4,100","285,401","903,343",500,"362,390","176,588","174,368","20,938",725,"62,814","79,453",504,"33,175","9,240","104,943","62,223","1,660","9,615","7,749","48,492","14,883","157,309","267,309","18,148","42,745","24,384","63,161","20,250","494,362","64,241","181,592","344,721","76,529","2,822","317,792","39,274","264,145","52,873","211,639","120,310","3,893","98,321","8,514","30,116","439,146","33,740","90,583","144,403","38,320","387,786",981,0,"3,438","27,043","7,792","90,589","89,681","30,271","72,439","103,906","40,890","39,555","82,990","39,037","310,825","45,085","14,526","350,857","11,143","8,184","119,815","375,696","454,160","59,342","12,172","210,623","452,635","329,866","39,306","35,146","341,162","276,068","115,735","295,587","145,387","2,585","182,250",791,"95,096","35,509","115,174","101,123","15,288","19,127","156,236","56,300","43,831","143,245","34,776","6,337","7,264","21,100","36,736","26,523","9,405","216,508","44,180","22,394","48,467","9,050","7,933","4,526","183,784","18,472","150,416","30,996","38,046","67,656","88,486","119,694","109,328","14,825","51,753","460,885","15,012","278,976","471,042","42,488","30,607","35,141","16,922","246,328","406,201","20,680","22,801","22,787","485,395","1,062","16,342","325,373","21,440","32,360","21,691","74,510","167,364","8,053","431,662","32,740","22,915","81,085","16,576","55,072","41,909","134,778","125,913","96,851","16,950","76,257","7,671","12,059","142,816","88,786","245,940","134,035","10,145","8,469",826,"3,540","7,297",36,"180,245",790,"320,402","5,827,915","3,845,198","1,096,169","1,348,148","4,691,599","1,782,229","530,501","655,016",0,"2,030,763","17,746,012","3,702,586","15,443,135","4,333,640"
Larceny $200_and_Over Offenses,78,"25,249",4,134,7,92,7,30,154,13,110,11,174,15,7,284,"1,134",3,510,106,26,19,3,17,43,10,118,14,124,44,3,16,11,63,124,518,69,13,96,28,3,10,57,114,314,256,85,15,127,27,340,18,438,279,6,135,6,50,228,36,66,89,20,536,3,"1,319",2,16,11,16,52,11,17,55,59,32,10,38,567,71,13,521,33,11,389,636,86,55,7,196,643,69,23,23,"1,844",282,213,334,82,3,99,7,315,21,510,181,18,64,181,32,9,196,80,6,26,10,26,55,17,42,35,112,9,8,11,1,104,6,220,7,85,27,74,248,147,11,31,664,14,155,510,44,40,18,15,269,317,3,93,10,267,2,12,"1,389",196,145,18,480,365,31,210,155,10,65,67,130,31,189,106,104,60,30,11,148,107,55,45,61,34,29,1,20,33,1,198,3,107,"5,570","6,871","1,153","1,138","8,021","1,564",493,439,0,"6,350","18,899","1,762","16,425","8,824"
MVTheft Auto Offenses,85,"5,683",1,37,0,0,0,2,18,7,5,0,31,0,0,47,876,0,92,1,2,0,0,0,2,3,8,2,2,2,0,0,0,4,9,53,9,8,26,0,1,3,1,3,113,78,4,1,15,1,27,4,44,6,0,9,0,1,16,8,5,9,6,82,1,818,1,0,0,1,5,0,1,5,6,1,0,1,75,2,0,107,2,5,55,44,5,4,2,33,254,0,0,0,877,32,33,6,3,1,14,2,25,7,167,41,0,5,9,3,1,19,3,1,4,0,0,5,2,0,0,1,0,0,0,0,5,1,28,0,4,3,1,16,11,0,2,179,0,5,100,2,8,3,2,18,18,0,15,0,32,0,0,392,3,17,4,101,153,1,12,12,1,1,7,28,5,14,6,13,8,2,2,2,0,2,0,0,3,0,0,0,1,0,18,0,49,"1,519","1,686",69,157,"2,018",144,31,59,0,"3,142","2,541",182,"2,760","2,923"
Larceny $200_and_Over Value_Stolen,79,"47,443,831","8,502","246,030","13,346","223,856","11,080","65,699","379,567","81,355","189,427","33,483","334,768","44,767","6,800","569,815","1,594,516","2,920","774,760","315,339","202,196","22,966","5,320","85,528","155,811","13,543","363,802","27,857","139,848","130,625","2,720","24,534","7,573","84,079","174,282","1,254,922","355,901","24,506","106,390","53,355","71,161","28,653","496,257","184,634","471,939","1,171,798","114,396","11,181","419,991","47,568","600,960","57,242","1,696,732","427,099","6,059","378,582","8,499","130,956","873,977","50,093","111,516","258,969","63,160","738,185","1,381",0,"3,438","32,904","10,330","90,499","118,140","34,713","80,348","117,995","81,455","59,693","85,545","398,601","800,427","81,683","15,636","810,597","93,276","8,886","510,414","863,132","487,617","83,111","12,172","346,358","932,698","449,602","88,796","51,358","2,305,126","572,809","262,646","707,845","277,843","2,500","221,867","3,054","555,889","36,314","1,291,549","186,522","34,351","87,535","352,272","87,667","43,971","244,771","165,476","62,117","31,163","28,563","48,579","56,082","67,709","287,932","83,164","218,521","53,135","10,689","15,679","4,525","255,107","19,372","431,972","30,876","232,259","71,504","120,590","389,602","275,312","18,913","69,780","1,603,406","39,534","342,058","1,068,896","68,338","81,357","40,594","22,105","443,979","642,111","20,680","137,113","26,695","741,012","1,062","19,371","1,504,001","229,499","193,405","41,312","1,207,031","412,674","178,789","782,848","229,603","24,468","264,475","70,822","135,703","50,945","376,856","330,249","223,099","403,554","100,067","18,906","151,654","241,957","97,663","247,963","145,020","20,531","19,444",800,"18,235","34,218",250,"362,373","1,416","400,338","14,425,126","10,269,039","2,195,345","2,335,502","13,531,316","2,753,608","889,070","1,044,825",0,"7,007,049","40,436,782","4,807,466","36,305,837","11,137,994"
Larceny $50_to_$200 Offenses,80,"14,076",0,92,0,36,2,10,60,3,63,3,120,2,3,107,933,0,271,27,2,6,0,2,15,3,39,1,62,18,0,4,2,33,66,341,24,1,59,6,0,5,8,41,181,108,23,3,52,11,152,1,212,184,2,48,0,24,47,6,34,42,3,268,0,764,0,1,6,1,23,1,1,12,41,8,3,25,338,53,5,312,17,3,137,445,28,9,0,106,446,14,3,4,"1,270",197,103,109,27,1,33,4,92,8,193,157,5,49,88,2,3,136,37,1,10,4,6,33,9,6,6,80,1,1,5,0,35,4,85,1,43,6,32,196,74,2,6,237,1,50,316,12,25,3,4,160,170,0,58,1,135,0,2,"1,261",173,91,5,401,192,6,56,109,1,21,43,83,22,88,32,51,17,7,2,52,78,18,12,11,14,30,1,11,16,1,125,5,30,"2,841","4,091",510,424,"4,915",816,262,217,0,"4,465","9,611",507,"8,070","6,006"
Larceny $50_to_$200 Value_Stolen,81,"1,436,456",0,"9,640",0,"3,935",175,"1,001","6,258",322,"6,820",330,"12,090",240,392,"10,770","109,976",0,"29,262","3,243",266,570,0,133,"1,252",270,"4,393",84,"6,119","2,114",0,490,290,"3,287","6,263","35,632","2,646",165,"5,422",747,0,528,836,"4,727","19,125","11,788","2,300",433,"5,568","1,131","15,874",100,"22,735","20,321",170,"4,975",0,"2,501","5,076",669,"3,406","4,586",305,"27,507",0,0,0,100,670,90,"2,703",50,98,"1,211","4,039",774,436,"2,754","35,059","5,419",490,"33,177","1,771",373,"14,896","47,948","3,248","1,147",0,"10,365","59,159","1,450",336,355,"138,584","20,428","10,472","9,383","2,935",60,"3,554",456,"10,388",715,"20,469","17,709",529,"5,174","10,266",250,230,"21,411","3,977",100,"1,375",388,634,"3,110",925,495,703,"7,851",80,145,353,0,"4,135",289,"10,253",120,"4,377",554,"3,380","19,923","8,079",140,515,"25,818",100,"5,634","34,363","1,271","2,681",213,500,"16,899","19,598",0,"5,864",90,"14,932",0,200,"123,555","19,166","9,875",522,"43,220","20,083",695,"5,760","10,662",150,"2,169","4,262","8,125","2,398","9,521","3,589","5,392","1,960",807,223,"6,554","8,563","2,133","1,203",997,"1,339","3,337",149,"1,190","1,788",60,"12,927",511,"3,118","317,160","368,847","51,436","44,854","516,899","87,744","27,383","22,133",0,"397,933","1,038,523","53,209","859,994","576,462"
Larceny Under_$50 Offenses,82,"16,032",2,58,2,22,2,8,67,5,84,6,106,2,1,225,958,1,247,30,6,2,0,1,26,0,54,0,81,14,0,0,1,22,108,324,28,2,116,5,0,6,9,42,476,248,30,1,47,7,110,5,236,103,1,60,1,15,57,8,30,141,3,176,0,"1,289",0,10,2,0,29,4,4,19,22,14,0,33,475,21,3,303,10,2,295,434,25,24,3,200,679,12,2,3,"1,089",124,224,126,28,2,59,6,105,2,753,232,7,30,61,6,16,130,12,0,23,2,11,43,9,4,16,44,2,3,5,2,26,3,46,2,28,2,44,178,114,4,4,611,4,56,306,4,27,8,5,166,115,0,60,3,297,0,2,676,68,100,2,301,323,7,37,29,3,13,40,88,11,117,25,75,20,8,2,74,59,33,34,4,12,18,1,8,17,3,137,4,47,"3,707","4,843",540,658,"4,894",962,189,239,0,"4,623","11,409",570,"9,519","6,513"
Larceny Under_$50 Value_Stolen,83,"217,976",31,"1,159",0,319,65,48,892,56,734,77,"1,662",10,1,"2,036","16,005",40,"4,532",432,27,2,0,1,228,0,368,0,"1,094",162,0,0,1,413,967,"5,354",118,0,"1,362",25,0,9,98,534,"3,078","1,498",325,35,459,122,"2,123",66,"1,904","2,377",13,996,15,125,671,81,549,704,30,"3,209",0,0,0,63,2,0,238,25,22,178,577,173,0,170,"5,176",469,0,"5,563","2,607",10,"1,835","6,470",489,281,42,"1,734","27,453",118,1,45,"18,360","2,481","2,675","1,693",352,25,542,20,"1,051",37,"3,148","2,869",152,654,"1,135",57,68,"9,331",99,0,83,2,134,633,205,81,126,909,2,19,56,1,402,5,452,0,573,1,511,"3,151",370,30,73,"3,930",73,814,"5,144",47,150,16,42,"2,126","2,327",0,637,50,"1,693",0,1,"14,208","1,346","1,171",0,"6,046","3,147",45,479,750,66,155,638,"1,096",197,"1,354",211,550,139,74,2,355,934,172,227,2,197,288,26,122,174,48,"2,647",98,411,"42,224","74,925","6,581","5,832","69,442","13,327","2,800","2,845",0,"52,503","165,473","6,092","112,134","105,842"
Larceny Clearances,84,"12,210",0,82,1,17,3,7,47,5,52,7,98,2,1,153,225,2,194,40,6,5,1,11,28,2,38,4,71,27,1,2,2,11,65,360,29,8,58,10,0,1,15,22,174,105,37,2,49,15,275,12,178,262,1,52,3,12,80,11,17,52,5,206,1,548,1,7,5,3,53,7,8,24,103,9,0,13,461,94,8,270,6,3,124,561,22,35,2,107,233,14,2,7,548,201,104,73,24,2,33,14,90,3,206,187,6,60,78,6,12,162,19,4,14,2,5,39,23,3,18,74,0,2,4,2,50,1,32,1,13,3,32,103,72,4,15,371,4,36,293,11,14,5,9,134,333,0,64,3,189,0,3,667,316,53,10,412,128,2,48,78,4,18,28,68,30,95,19,26,11,8,4,9,43,49,52,13,5,5,2,3,1,2,135,0,61,"2,369","3,714",400,491,"3,536","1,163",267,270,0,"2,359","9,851",950,"7,670","4,540"
Murder Weapon Motor_Vehicle,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVTheft Auto Clearances,86,529,1,1,0,0,0,1,4,0,2,0,2,0,0,7,40,0,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,5,1,0,4,0,1,0,0,0,11,8,0,0,4,1,3,1,1,2,0,2,0,0,3,4,0,3,1,8,0,89,0,0,0,2,6,0,0,2,0,0,0,1,13,1,0,9,0,1,8,2,0,1,0,9,13,0,0,0,44,3,1,0,0,0,2,1,1,2,5,11,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,4,0,2,0,1,2,2,0,1,14,0,0,4,1,3,1,0,4,0,0,3,0,6,0,0,33,1,3,1,16,10,1,4,2,0,0,1,4,0,3,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,86,183,16,35,163,25,8,13,0,220,309,54,292,237
MVTheft Trucks_&_Buses Offenses,87,227,0,0,1,0,0,0,0,0,0,0,0,0,0,1,78,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,0,0,1,0,0,0,4,0,1,0,0,0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0,1,0,0,3,0,0,2,0,0,2,2,0,1,0,0,19,0,1,0,0,6,5,4,1,0,0,0,1,0,1,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,5,0,1,1,2,0,0,4,1,0,2,0,1,0,0,15,0,1,0,0,3,2,2,0,1,3,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,96,51,9,11,19,13,18,10,0,85,142,24,98,129
MVTheft Trucks_&_Buses Clearances,88,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,2,4,0,0,2,0,4,14,3,10,8
MVTheft Other_Vehicles Offenses,89,710,0,4,0,2,0,2,1,0,1,0,1,0,0,7,88,0,18,5,0,0,0,0,1,0,2,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,1,3,21,31,2,0,4,9,9,0,8,1,0,3,0,1,2,0,0,1,1,4,0,39,0,0,1,0,1,0,0,1,1,0,0,0,8,1,0,32,1,0,3,34,1,2,0,5,45,0,0,0,44,8,10,2,1,0,10,0,2,1,6,9,0,0,3,0,3,3,2,0,3,0,0,0,1,0,0,1,0,1,0,0,3,0,15,1,1,1,1,5,2,0,1,28,0,0,17,3,0,1,0,2,5,0,4,0,3,0,0,32,0,4,2,2,26,0,2,4,0,0,0,0,0,0,1,4,1,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,7,181,184,10,25,254,30,19,7,0,231,479,39,363,347
MVTheft Other_Vehicles Clearances,90,70,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,19,0,6,20,2,4,1,0,25,45,9,30,40
MVTheft Value_Stolen,91,"28,555,095","6,000","267,073","10,000","17,000",0,"9,850","196,097","47,550","56,800",0,"129,815",0,0,"219,315","4,497,768",0,"548,900","41,900","1,101",0,0,0,"11,501","7,100","80,952","13,000","2,500","11,500",0,0,0,"34,550","94,350","391,775","83,084","17,000","114,502",0,"4,000","8,100","12,500","16,400","710,390","314,348","35,600","3,000","183,786","14,400","249,209","36,000","332,450","36,768",0,"169,054",0,"5,000","294,955","71,874","36,678","1,000","54,000","475,854","1,000",0,"4,400",0,"3,000","15,000","25,825","3,895","1,000","23,501","56,000","2,800",0,"26,000","429,975","20,467",0,"689,277","15,500","5,220","387,473","667,157","45,380","24,654","28,800","187,899","1,283,447",0,"4,000",0,"3,582,934","262,050","279,827","82,700","25,200","6,000","143,932","23,860","153,868","73,400","458,077","341,729",0,"25,270","303,500","18,000","15,800","127,084","14,700","1,000","29,200",0,0,"27,001","29,500",0,0,"3,900",0,"18,929",0,"15,228","41,530","15,975","236,714","3,500","20,423","41,930","2,501","139,351","111,806",700,"42,824","1,309,424",0,"48,400","579,906","51,000","40,349","16,250","1,625","143,052","127,040",0,"120,188",0,"245,507",0,0,"2,077,803","18,290","275,635","54,200","382,164","831,161","25,000","162,860","130,326","5,500","15,000","38,200","119,700","22,700","71,408","107,345","104,005","183,400","17,020","10,000","17,000",0,"3,500",0,0,"7,675","1,500",0,0,"2,500",0,"152,313",0,"388,187","8,693,833","5,397,974","704,091","1,139,195","10,823,918","1,197,895","290,484","307,705",0,"11,467,929","17,087,166","1,391,466","16,511,854","12,043,241"
Arson Structural Offenses,92,160,0,2,0,0,0,0,1,0,0,0,2,0,0,0,3,0,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,1,0,3,1,5,0,5,0,0,0,0,0,1,0,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,4,0,0,0,1,0,0,0,1,3,1,2,0,0,2,0,0,0,2,3,8,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,0,0,1,2,0,1,0,0,0,0,3,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,20,17,59,8,23,24,15,5,9,0,40,120,36,91,69
Arson Structural Clearances,93,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,18,5,1,9,3,2,4,0,13,38,7,31,20
Arson Structural Value_Damaged,94,"8,104,246",0,"15,000",0,0,0,0,"170,000",0,0,0,3,0,0,0,"5,000",0,"214,503",0,"240,000",0,0,0,0,0,0,0,150,0,0,0,0,"155,900",0,0,0,0,0,0,0,0,0,0,0,2,1,0,"2,250","10,000","48,184",0,5,0,0,0,0,0,"5,000",0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,"3,600",0,0,"11,000",0,0,3,"41,180",0,0,0,1,0,0,0,"40,400","100,002",50,4,0,0,6,0,0,0,"3,035",4,"284,101",0,0,0,"1,000",0,0,0,0,"5,000","10,000",0,"10,001",0,0,0,0,"360,001",0,0,0,501,0,0,0,750,0,0,2,0,0,0,2,"20,001",0,"150,000",0,0,0,0,502,0,0,"118,700",0,1,0,0,400,0,0,0,0,0,0,0,0,0,0,1,0,"154,000",2,0,0,0,0,0,95,300,0,0,0,0,1,0,0,0,0,"11,000",0,"5,912,502","160,011","439,444","400,910","5,917,655","169,182","308,141","284,900","424,003",0,"105,504","7,998,742","6,750,946","7,705,536","398,710"
