Description,Index,Connecticut,Andover,Ansonia PD,Ashford CSP,Avon PD,Barkhamsted CSP,Beacon Falls CSP,Berlin PD,Bethany CSP,Bethel PD,Bethlehem CSP,Bloomfield PD,Bolton CSP,Bozrah CSP,Branford PD,Bridgeport PD,Bridgewater CSP,Bristol PD,Brookfield PD,Brooklyn CSP,Burlington CSP,Canaan CSP,Canterbury CSP,Canton PD,Chaplin CSP,Cheshire PD,Chester CSP,Clinton PD,Colchester CSP,Colebrook CSP,Columbia CSP,Cornwall CSP,Coventry PD,Cromwell PD,Danbury PD,Darien PD,Deep River CSP,Derby PD,Durham CSP,Eastford CSP,East Granby CSP,East Haddam CSP,East Hampton PD,East Hartford PD,East Haven PD,East Lyme CSP,Easton PD,East Windsor PD,Ellington CSP,Enfield PD,Essex CSP,Fairfield PD,Farmington PD,Franklin CSP,Glastonbury PD,Goshen CSP,Granby PD,Greenwich PD,Griswold CSP,Groton City PD,Guilford PD,Haddam CSP,Hamden PD,Hampton CSP,Hartford PD,Hartland CSP,Harwinton CSP,Hebron CSP,Kent CSP,Killingly CSP,Killingworth CSP,Lebanon CSP,Ledyard CSP,Lisbon CSP,Litchfield CSP,Lyme CSP,Madison PD,Manchester PD,Mansfield CSP,Marlborough CSP,Meriden PD,Middlebury PD,Middlefield CSP,Middletown PD,Milford PD,Monroe PD,Montville CSP,Morris CSP,Naugatuck PD,New Britain PD,New Canaan PD,New Fairfield CSP,New Hartford CSP,New Haven PD,Newington PD,New London PD,New Milford PD,Newtown PD,Norfolk CSP,North Branford PD,North Canaan CSP,North Haven PD,North Stonington CSP,Norwalk PD,Norwich PD,Old Lyme CSP,Old Saybrook PD,Orange PD,Oxford CSP,Plainfield PD,Plainville PD,Plymouth PD,Pomfret CSP,Portland PD,Preston CSP,Prospect CSP,Putnam PD,Putnam CSP,Redding PD,Ridgefield PD,Rocky Hill PD,Roxbury CSP,Salem CSP,Salisbury CSP,Scotland CSP,Seymour PD,Sharon CSP,Shelton PD,Sherman CSP,Simsbury PD,Somers CSP,Southbury CSP,Southington PD,South Windsor PD,Sprague CSP,Stafford CSP,Stamford PD,Sterling CSP,Stonington PD,Stratford PD,Suffield PD,Thomaston PD,Thompson CSP,Tolland CSP,Torrington PD,Trumbull PD,Union CSP,Vernon PD,Voluntown CSP,Wallingford PD,Warren CSP,Washington CSP,Waterbury PD,Waterford PD,Watertown PD,Westbrook CSP,West Hartford PD,West Haven PD,Weston PD,Westport PD,Wethersfield PD,Willington CSP,Wilton PD,Winchester PD,Willimantic PD,Windham CSP,Windsor PD,Windsor Locks PD,Wolcott PD,Woodbridge PD,Woodbury CSP,Woodstock CSP,Yale Univ. PD,UCONN-Storrs PD,Foxwoods Casino CSP,Mohegan Sun Casino CSP,MTA PD,CCSU PD,ECSU PD,UCONN Health Ctr. PD,WCSU PD,SCSU PD,Capitol Police PD,Groton Town PD,Groton Long Pt. PD,CTSPOther,Fairfield,Hartford,Litchfield,Middlesex,New Haven,New London,Tolland,Windham,New York,Urban,NonUrban,CSP Total,NIBRS,Summary
Robbery Miscellaneous Offenses,24,297,0,3,0,0,0,0,2,0,0,0,4,0,0,3,11,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,9,3,0,0,1,0,0,0,1,3,0,0,0,0,3,0,0,0,0,13,0,36,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,15,0,0,6,16,0,0,0,1,3,0,0,0,17,2,4,1,0,0,0,0,1,0,10,13,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,1,12,0,1,10,0,0,0,0,6,1,0,1,0,0,0,1,15,0,2,0,6,6,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,1,0,0,62,97,11,6,95,21,3,2,0,91,206,6,158,139
Robbery Miscellaneous Value_Stolen,25,"317,214",0,"13,348",0,0,0,0,"2,200",0,0,0,920,0,0,63,"1,917",0,"3,443",0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,"1,696","3,650",0,0,0,0,0,0,0,857,402,0,0,"1,000",0,0,0,550,"1,549",0,0,0,0,332,0,0,0,0,"7,167",0,0,0,0,0,0,0,0,0,0,0,1,0,0,306,0,0,"8,611",0,0,"1,052","65,543",0,0,0,55,421,0,0,0,"25,636",357,"1,166",0,0,0,0,0,366,0,"2,009",749,0,0,175,0,0,420,0,0,0,0,870,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,"3,390","116,250",0,1,856,0,25,"8,786",0,0,0,0,"1,054",130,0,710,0,0,0,1,"19,894",0,150,0,"3,925","5,566",0,0,0,0,0,0,"1,875",0,2,300,0,0,0,0,0,431,885,0,"5,060",0,0,0,13,0,0,359,0,0,"25,669","135,340","1,206","1,052","147,696","3,234","1,142","1,875",0,"48,303","268,911","1,808","90,424","226,790"
Robbery Firearm Offenses,26,"1,247",1,4,0,0,0,0,2,0,0,1,4,1,0,3,250,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,21,1,0,2,2,0,0,0,0,23,6,1,0,0,0,6,0,2,1,0,1,0,1,6,0,3,1,0,29,0,204,0,0,0,1,2,0,0,2,0,0,0,0,6,1,0,20,0,1,7,6,0,0,0,6,45,0,0,0,336,1,10,1,1,0,1,0,4,0,17,11,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,3,0,1,0,0,3,2,0,0,46,0,0,21,0,0,0,0,1,2,0,3,0,3,0,0,50,0,2,0,7,13,0,3,1,0,0,0,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,374,325,6,15,487,29,6,5,0,886,361,16,606,641
Robbery Firearm Clearances,27,275,1,0,0,0,0,0,1,0,0,1,4,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,5,1,0,0,0,0,2,0,2,0,0,1,0,0,3,0,2,0,0,11,0,49,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,7,0,1,3,2,0,0,0,2,6,0,0,0,50,1,4,1,1,0,0,0,1,0,6,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,9,0,0,3,0,0,0,0,1,1,0,3,1,2,0,0,15,0,0,0,3,6,0,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,79,3,6,101,19,5,6,0,148,127,12,145,130
Robbery Knife_Cutting_Instrument Offenses,28,369,0,0,1,0,0,0,0,0,1,0,1,0,0,0,58,0,10,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,7,1,0,0,0,0,2,0,2,3,0,1,0,0,2,0,1,0,0,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,4,1,0,2,0,1,14,1,0,0,61,0,4,1,1,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,1,13,0,1,6,0,0,0,1,1,0,0,1,0,0,0,0,28,0,1,0,6,2,0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,118,107,3,6,107,21,4,3,0,211,158,8,183,186
Robbery Knife_Cutting_Instrument Clearances,29,104,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,1,0,0,2,1,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,1,0,0,0,0,0,4,1,0,0,11,1,2,1,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,1,5,0,0,0,1,1,0,0,2,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,26,39,2,3,18,9,5,2,0,33,71,7,65,39
Robbery Other_Dangerous_Weapon Offenses,30,301,0,1,0,0,0,0,1,0,0,0,1,0,0,4,34,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,3,1,0,0,1,0,8,0,0,0,0,1,0,1,0,1,0,0,0,2,4,0,0,0,0,7,0,50,0,0,0,0,1,0,0,0,0,2,0,1,4,0,0,2,0,0,2,4,1,0,0,0,8,0,0,1,40,0,3,2,0,0,0,0,1,0,9,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,19,0,1,6,0,0,0,0,3,6,0,0,0,9,0,0,9,0,1,0,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,88,94,9,5,87,11,4,3,0,152,149,11,172,129
Robbery Other_Dangerous_Weapon Clearances,31,107,0,1,0,0,0,0,1,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,1,0,2,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1,3,1,0,0,0,1,0,0,1,7,0,2,1,0,0,0,0,1,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,1,4,0,0,0,4,0,0,3,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26,28,6,4,30,8,3,2,0,35,72,10,68,39
Robbery Hands_Fists_Feet_etc. Offenses,32,"1,773",0,14,0,0,0,0,3,0,0,0,3,0,0,4,268,0,25,2,0,0,0,0,0,0,1,0,1,1,0,0,0,2,2,37,1,0,3,0,0,0,1,0,41,6,0,0,3,1,11,0,5,7,0,3,0,0,2,2,1,0,0,35,0,297,0,0,0,0,0,0,0,0,0,0,0,1,38,1,0,30,0,0,17,12,0,0,1,4,76,0,0,0,330,11,25,1,1,0,0,0,1,1,46,20,0,0,2,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,4,1,1,0,0,4,1,1,0,112,0,1,25,0,0,0,0,9,6,0,4,0,3,0,1,96,1,3,0,26,26,0,1,4,0,0,1,8,1,4,2,0,0,0,0,2,1,1,0,2,0,0,0,1,0,0,6,0,3,514,563,18,24,574,60,9,11,0,"1,103",670,17,843,930
Robbery Hands_Fists_Feet_etc. Clearances,33,641,0,5,0,0,0,0,1,0,1,0,1,0,0,1,62,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,0,0,1,0,18,4,0,0,2,0,6,0,3,5,0,4,0,0,2,2,0,0,0,14,0,121,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,14,0,0,9,5,0,0,1,3,15,0,0,0,101,5,12,1,0,0,0,0,0,0,8,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,3,0,0,0,35,0,1,13,0,0,0,0,5,4,0,2,0,1,0,1,30,1,2,0,19,10,0,0,3,0,0,0,4,0,4,2,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,6,0,1,142,248,12,11,190,28,5,5,0,349,292,10,329,312
AgAsslt Firearm Offenses,34,707,0,2,0,0,0,0,0,0,0,0,4,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,226,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,1,0,0,0,0,1,9,0,0,0,196,1,22,0,0,0,0,0,0,0,28,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,1,0,0,0,1,0,0,2,1,0,0,0,15,1,0,0,2,3,0,0,1,2,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,177,251,2,3,234,32,4,4,0,584,123,6,301,406
AgAsslt Firearm Clearances,35,281,0,0,0,0,0,0,0,0,0,0,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,87,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,1,12,0,0,0,71,1,19,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,112,2,0,84,27,1,4,0,200,81,2,128,153
AgAsslt Knife_Cutting_Instrument Offenses,36,"1,113",0,2,0,0,0,0,2,1,0,0,4,0,0,1,146,0,12,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7,0,0,4,0,0,0,0,1,25,3,2,0,1,0,6,0,5,0,0,5,0,0,0,1,3,0,0,11,0,236,0,0,1,0,1,0,0,1,0,0,0,0,23,0,0,30,0,0,16,1,0,5,0,3,31,0,0,0,208,0,79,1,2,0,0,0,3,0,36,19,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,32,0,1,11,1,0,0,1,2,3,0,3,0,1,0,0,60,1,3,0,2,10,0,1,1,1,1,3,3,2,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,0,4,246,355,10,23,341,120,7,11,0,682,431,28,539,574
AgAsslt Knife_Cutting_Instrument Clearances,37,783,0,0,0,0,0,0,1,0,0,0,0,0,0,1,77,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,3,0,0,0,0,1,20,1,2,0,1,0,4,0,5,0,0,5,0,0,1,1,2,0,0,4,0,147,0,0,0,0,1,0,0,1,0,0,0,0,20,0,0,25,0,0,10,2,0,4,0,3,17,0,0,0,166,0,72,1,2,0,0,0,3,0,28,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0,2,0,0,29,0,1,9,1,0,0,1,2,3,0,3,0,1,0,0,26,1,3,0,2,7,0,1,1,1,1,2,3,1,3,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,4,0,2,160,232,8,14,245,109,7,8,0,445,338,24,435,348
AgAsslt Other_Dangerous_Weapon Offenses,38,"1,997",0,1,1,0,0,1,2,0,0,0,4,0,1,7,290,0,18,2,0,0,0,0,0,0,2,0,5,0,0,0,1,0,0,10,1,1,3,0,0,0,0,0,30,6,2,3,1,2,4,0,2,2,0,8,0,2,3,2,3,0,2,56,0,398,0,0,1,1,2,1,1,3,1,0,0,2,23,4,0,19,0,0,6,8,0,6,0,3,61,1,4,1,361,2,103,4,2,0,0,0,3,3,107,15,0,1,0,0,1,0,0,0,0,0,0,14,1,0,0,0,2,1,3,1,4,1,7,0,3,3,3,3,1,0,2,91,0,3,37,0,0,1,0,9,2,0,5,0,6,0,0,61,1,8,1,9,38,0,3,4,1,0,2,4,2,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,5,0,22,565,578,32,39,586,151,19,27,0,"1,201",796,86,"1,066",931
AgAsslt Other_Dangerous_Weapon Clearances,39,"1,372",0,1,1,0,0,1,2,0,0,0,3,0,1,5,130,0,8,2,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,3,1,1,2,0,0,0,0,0,23,0,1,3,1,1,4,0,2,2,0,9,0,2,1,2,3,0,2,35,0,288,0,0,1,0,2,0,1,3,1,0,0,1,21,4,0,11,0,0,4,7,0,5,0,3,43,1,4,0,266,1,85,3,2,0,0,0,2,1,81,13,0,1,0,0,1,0,0,0,0,0,0,15,0,0,0,0,2,1,3,0,5,0,6,0,3,3,3,3,2,0,3,49,0,3,30,0,0,1,0,8,1,0,2,0,6,0,0,25,1,8,1,7,27,0,0,5,1,0,1,3,1,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,20,316,429,27,32,404,125,15,24,0,758,614,74,796,576
AgAsslt Hands_Fists_Feet_etc. Offenses,40,"1,563",0,2,1,0,0,0,4,0,0,1,17,0,0,7,133,2,25,2,6,0,0,0,1,1,7,0,4,1,0,0,0,5,1,36,3,2,3,0,0,0,0,7,17,3,2,1,6,0,8,2,7,2,0,1,2,0,7,4,8,12,1,166,0,95,0,1,0,0,9,1,0,3,2,0,0,2,12,1,0,23,1,0,14,2,2,4,0,3,77,1,5,0,132,8,58,6,0,0,0,0,1,1,48,20,0,3,0,2,3,57,0,0,5,0,0,20,0,2,0,1,0,0,0,0,6,0,7,1,0,3,4,3,2,0,7,22,0,0,30,0,4,2,2,18,1,0,6,0,2,0,0,24,47,15,1,4,149,1,7,1,0,1,0,6,0,2,6,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,7,0,21,319,349,49,62,551,157,28,48,0,406,"1,157",95,889,674
AgAsslt Hands_Fists_Feet_etc. Clearances,41,"1,092",0,1,1,0,0,0,6,0,0,1,7,0,0,6,67,2,16,2,3,0,0,0,1,1,8,0,5,0,0,0,0,4,0,19,2,2,2,0,0,0,0,7,12,1,2,1,5,0,7,1,6,2,0,1,1,0,3,2,7,10,0,61,0,101,0,1,0,0,5,0,0,3,1,0,0,2,11,1,0,14,1,0,4,3,2,4,0,3,27,0,5,0,88,8,47,5,0,0,0,0,1,0,36,21,1,2,0,2,3,64,0,0,4,0,0,19,0,2,0,1,0,0,0,0,6,2,4,1,0,3,2,3,2,0,6,13,1,0,22,0,4,2,2,14,2,0,3,0,2,0,0,15,45,12,0,2,99,1,7,2,0,1,0,4,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,7,0,18,198,282,42,43,327,140,21,39,0,284,808,76,609,483
Burglary Residence_Night Offenses,42,"3,200",2,12,3,4,1,7,10,3,0,2,15,4,0,19,263,5,70,8,4,2,1,3,2,2,12,1,4,4,1,1,2,1,25,110,8,0,31,7,0,1,3,13,77,35,10,0,8,5,47,3,59,15,1,24,1,6,30,13,7,14,6,32,0,341,1,3,5,11,11,5,3,6,3,2,1,7,59,13,4,103,3,1,35,17,2,6,0,8,111,3,3,5,460,15,47,1,11,3,6,0,16,5,84,37,3,5,5,2,4,5,3,2,1,4,3,5,2,0,7,8,1,1,1,1,13,0,28,0,7,4,8,11,8,0,7,63,4,7,4,8,1,15,5,11,11,0,21,3,20,0,3,106,8,2,1,76,37,0,11,9,2,4,19,19,3,13,4,1,4,3,1,8,14,0,0,0,1,0,0,0,0,0,12,0,1,709,962,82,111,992,181,84,79,0,"1,233","1,967",269,"1,894","1,306"
Burglary Residence_Night Value_Stolen,43,"6,261,854","2,924","63,123","3,720","43,951","1,054","13,592","4,874","24,154",0,230,"66,714","4,700",0,"85,767","381,093","18,812","64,231","98,345","3,372","38,446","1,400","2,366",1,"41,735","19,912","28,480","5,547","9,227",0,"1,250","2,710",350,"73,366","251,964","13,000",0,"29,024","14,782",0,710,"5,346","9,854","109,873","113,390","9,714",0,"10,320","17,042","62,248","8,650","116,888","28,108",1,"140,589","5,393","14,370","350,200","15,032","8,783","11,440","15,319","171,549",0,0,"2,360","3,000","11,135","50,457","19,843","6,335","1,380","9,204","8,970","101,238",0,"15,909","48,934","80,899","3,180","160,410","3,465","6,570","51,316","66,752","3,740","15,750",0,"89,750","52,300","41,143","94,460","3,366","444,838","8,096","81,537","1,000","23,699",0,"12,165",0,"40,556","25,304","356,081","7,236","10,075","10,978","26,550",550,"2,201","2,457","1,310","12,801",400,"31,684","6,112",555,"6,822",0,"175,412","92,826","45,416","13,218","1,500",75,"42,227",0,"76,529",0,"4,532","15,072","35,932","20,970","28,386",0,"6,834","80,321","1,647","70,557","2,718","22,397",0,"36,433","10,765","1,900","25,193",0,"14,101","2,935","34,742",0,"15,190","172,264","30,120","2,326","8,000","103,101","54,203",0,"63,854","20,726","4,542","16,675","15,946","37,159","67,055","21,168","6,150",215,850,"16,345",500,"3,980","4,682",0,0,0,600,0,0,0,0,0,"27,372",0,"2,285","2,171,315","1,022,618","288,593","247,228","1,743,421","378,099","174,296","236,284",0,"1,078,516","5,183,338","1,085,400","4,843,546","1,418,308"
Murder Weapon Poison,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burglary Residence_Day Offenses,44,"6,371",9,18,5,10,5,12,41,5,0,5,48,12,7,34,625,4,177,17,18,10,0,18,12,4,40,4,22,21,6,3,3,13,0,149,8,6,4,6,2,2,28,7,172,64,16,0,21,13,48,5,94,23,5,34,3,14,28,21,3,37,11,68,3,637,2,15,15,6,28,8,20,15,6,4,2,13,129,27,8,239,6,9,53,52,23,11,2,6,249,11,6,9,679,49,86,4,30,4,20,2,45,12,123,91,10,3,21,14,10,14,4,9,7,8,18,19,6,0,2,13,4,7,1,5,23,1,57,3,9,11,20,50,31,10,15,149,14,25,0,20,1,37,14,24,41,4,25,8,55,0,5,202,24,29,6,106,65,2,32,28,6,10,6,28,13,32,6,4,11,9,14,1,7,0,0,0,0,0,0,0,0,0,41,0,3,"1,410","1,995",156,178,"1,776",449,174,233,0,"2,292","4,079",758,"3,720","2,651"
Burglary Residence_Day Value_Stolen,45,"14,482,244","36,229","100,884","9,589","96,352","3,530","9,703","148,941","1,567",0,"5,986","63,225","38,927","25,667","175,457","1,219,734","32,505","424,233","23,805","49,885","33,803",0,"37,522","13,862","1,740","109,385","10,018","36,005","55,663","10,389","5,280","3,301","69,780",0,"350,912","33,966","218,280","4,201","3,524","2,100","1,099","75,155","9,375","208,995","60,954","55,748",0,"13,702","26,004","67,095","55,302","428,650","33,475","6,766","80,380","3,360","35,604","1,325,980","39,352",898,"90,127","36,532","173,682","4,849",0,"2,775","91,867","12,379","33,070","100,296","94,657","53,930","28,860","4,596","3,886","47,260","31,005","378,424","74,402","41,396","330,437","21,017","18,997","104,810","137,737","40,561","27,135","10,251","2,453","271,880","144,416","10,699","16,201","956,069","96,197","116,584","1,441","122,513","4,650","20,539","1,881","244,754","54,382","118,791","25,040","74,177","5,085","147,734","38,457","5,323","17,690","7,662","19,940","58,055","39,999","64,340","20,393","14,942",0,0,"22,586","10,489","214,378","5,650","26,671","122,751","2,947","265,767","12,307","28,587","47,202","37,622","66,302","75,737","23,668","40,019","523,803","33,353","32,970",0,"138,228",0,"112,561","37,889","20,661","81,399","8,125","142,703","22,760","84,821",0,"15,700","392,093","97,312","79,986","32,070","207,533","51,866","36,705","115,091","73,122","16,600","95,568","3,988","21,685","23,899","52,871","5,365","18,687","82,844","36,560","15,703",0,"6,643",0,0,0,0,0,0,0,0,0,"34,653",0,"12,675","4,950,667","2,699,459","405,961","770,540","3,511,186","1,081,798","562,182","500,451",0,"3,091,699","11,390,545","2,673,648","10,866,242","3,616,002"
Burglary Residence_Unknown Offenses,46,"1,743",0,0,0,0,0,0,0,0,27,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0,0,14,0,0,0,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,26,8,0,0,0,41,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,9,15,0,2,0,0,0,0,6,0,3,0,0,0,0,10,0,0,0,0,0,0,17,0,0,0,0,0,0,170,0,16,0,0,55,0,0,0,0,0,0,0,375,0,25,0,0,0,7,0,0,0,0,1,0,0,0,8,38,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,547,475,112,42,480,49,38,0,0,709,"1,034",0,505,"1,238"
Burglary Residence_Unknown Value_Stolen,47,"2,900,163",0,0,0,0,0,0,0,0,"49,823",0,0,0,0,0,"597,875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"61,749",0,0,0,0,"47,001",0,0,0,0,"28,975",0,0,0,"16,545",0,0,"149,069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,"1,905",0,"53,988","6,198",0,0,0,"183,042","388,416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,430",0,0,0,0,0,"16,054","41,842",0,"1,065",0,0,0,0,"11,427",0,"13,195",0,0,0,0,"23,487",0,0,0,0,0,0,"20,090",0,0,0,0,0,0,"337,132",0,"20,787",0,0,"103,439",0,0,0,0,0,0,0,"591,498",0,"25,124",0,0,0,"31,552",0,0,0,0,400,0,0,0,"5,929","62,038",0,0,0,115,0,0,0,0,0,0,0,0,"1,800",0,0,0,0,"1,044,354","592,753","191,592","84,028","917,257","8,430","61,749",0,0,"1,189,373","1,710,790",0,"1,097,195","1,802,968"
Burglary Non-residence_Night Offenses,48,"1,816",0,5,0,7,3,2,13,1,0,0,13,2,3,17,209,0,41,3,1,1,0,3,2,0,7,0,6,5,0,1,2,3,3,28,1,2,38,0,0,4,3,6,28,8,3,0,14,2,22,1,29,5,1,6,0,1,12,6,3,3,2,27,0,268,0,2,1,1,4,0,5,1,1,1,0,1,24,4,0,39,5,1,7,34,3,4,0,3,71,0,1,2,136,13,18,1,8,1,2,3,14,2,25,18,1,2,15,3,3,10,1,0,5,1,3,4,0,0,1,2,0,0,3,0,5,0,19,0,2,3,4,3,8,1,0,30,0,9,3,3,0,7,2,6,2,0,13,0,25,0,3,68,5,8,0,19,48,0,33,6,0,1,32,7,0,4,2,5,2,2,0,7,16,0,0,0,4,0,0,6,0,0,6,0,1,414,596,71,39,527,93,47,29,0,711,"1,105",116,928,888
