Description,Index,CT,Andover,Ansonia PD,Ashford CSP,Avon PD,Barkhamsted CSP,Beacon Falls CSP,Berlin PD,Bethany CSP,Bethel PD,Bethlehem CSP,Bloomfield PD,Bolton CSP,Bozrah CSP,Branford PD,Bridgeport PD,Bridgewater CSP,Bristol PD,Brookfield PD,Brooklyn CSP,Burlington CSP,Canaan CSP,Canterbury CSP,Canton PD,Chaplin CSP,Cheshire PD,Chester CSP,Clinton PD,Colchester CSP,Colebrook CSP,Columbia CSP,Cornwall CSP,Coventry PD,Cromwell PD,Danbury PD,Darien PD,Deep River CSP,Derby PD,Durham CSP,Eastford CSP,East Granby CSP,East Haddam CSP,East Hampton PD,East Hartford PD,East Haven PD,East Lyme CSP,Easton PD,East Windsor PD,Ellington CSP,Enfield PD,Essex CSP,Fairfield PD,Farmington PD,Franklin CSP,Glastonbury PD,Goshen CSP,Granby PD,Greenwich PD,Griswold CSP,Groton City PD,Guilford PD,Haddam CSP,Hamden PD,Hampton CSP,Hartford PD,Hartland CSP,Harwinton CSP,Hebron CSP,Kent CSP,Killingly CSP,Killingworth CSP,Lebanon CSP,Ledyard CSP,Lisbon CSP,Litchfield CSP,Lyme CSP,Madison PD,Manchester PD,Mansfield CSP,Marlborough CSP,Meriden PD,Middlebury PD,Middlefield CSP,Middletown PD,Milford PD,Monroe PD,Montville CSP,Morris CSP,Naugatuck PD,New Britain PD,New Canaan PD,New Fairfield CSP,New Hartford CSP,New Haven PD,Newington PD,New London PD,New Milford PD,Newtown PD,Norfolk CSP,North Branford PD,North Canaan CSP,North Haven PD,North Stonington CSP,Norwalk PD,Norwich PD,Old Lyme CSP,Old Saybrook PD,Orange PD,Oxford CSP,Plainfield PD,Plainville PD,Plymouth PD,Pomfret CSP,Portland PD,Preston CSP,Prospect CSP,Putnam PD,Putnam CSP,Redding PD,Ridgefield PD,Rocky Hill PD,Roxbury CSP,Salem CSP,Salisbury CSP,Scotland CSP,Seymour PD,Sharon CSP,Shelton PD,Sherman CSP,Simsbury PD,Somers CSP,Southbury CSP,Southington PD,South Windsor PD,Sprague CSP,Stafford CSP,Stamford PD,Sterling CSP,Stonington PD,Stratford PD,Suffield PD,Thomaston PD,Thompson CSP,Tolland CSP,Torrington PD,Trumbull PD,Union CSP,Vernon PD,Voluntown CSP,Wallingford PD,Warren CSP,Washington CSP,Waterbury PD,Waterford PD,Watertown PD,Westbrook CSP,West Hartford PD,West Haven PD,Weston PD,Westport PD,Wethersfield PD,Willington CSP,Wilton PD,Winchester PD,Willimantic PD,Windham CSP,Windsor PD,Windsor Locks PD,Wolcott PD,Woodbridge PD,Woodbury CSP,Woodstock CSP,Yale Univ. PD,UCONN-Storrs PD,Foxwoods Casino CSP,Mohegan Sun Casino CSP,MTA PD,CCSU PD,ECSU PD,UCONN Health Ctr. PD,WCSU PD,SCSU PD,Capitol Police PD,Groton Town PD,Groton Long Pt. PD,CTSPOther,Fairfield,Hartford,Litchfield,Middlesex,New Haven,New London,Tolland,Windham,New York,Urban,NonUrban,CSP Total,NIBRS,Summary
Larceny 20,183,592,0,0,0,6,0,0,3,0,1,0,2,0,0,4,3,0,17,0,1,1,0,0,0,0,2,0,3,3,0,0,0,0,1,21,1,0,1,1,0,0,1,2,6,6,1,0,1,0,16,0,3,14,0,1,1,1,6,1,1,0,0,4,0,37,0,0,1,0,3,0,0,1,3,0,0,2,25,4,1,16,0,0,6,28,0,0,0,0,10,0,1,0,19,12,6,1,0,0,0,0,6,0,11,8,0,2,7,2,0,10,2,0,0,0,0,5,1,0,1,8,0,0,0,0,1,0,2,0,0,3,1,3,2,0,1,11,1,1,14,1,3,0,2,9,24,0,2,0,9,0,0,25,22,2,0,19,8,0,5,7,0,2,2,1,5,7,0,2,1,1,1,0,6,1,0,0,0,2,0,0,0,0,6,0,2,106,210,21,18,144,54,19,20,0,95,497,45,342,250
Larceny 21,184,590,0,0,0,1,0,1,3,1,0,0,6,0,0,6,8,0,10,0,2,0,0,0,0,0,1,0,0,5,0,0,0,0,0,22,0,0,4,0,0,0,1,2,7,6,0,0,2,0,9,0,4,17,1,1,0,0,5,1,0,2,0,6,0,47,0,1,0,0,4,0,0,0,3,3,0,0,30,3,0,19,1,0,9,35,1,1,0,0,3,1,0,0,25,6,5,5,0,1,1,0,4,1,9,13,0,1,5,0,1,6,3,0,1,0,0,2,0,1,0,4,0,1,0,0,3,0,2,0,1,0,0,2,1,0,0,14,1,2,12,0,0,1,0,9,24,0,2,0,5,0,0,33,15,0,0,15,7,0,0,3,0,0,6,3,19,3,1,1,0,1,2,0,2,0,4,0,0,0,0,0,0,0,5,0,1,103,178,29,15,166,57,7,35,0,127,463,59,330,260
Larceny 22,185,532,0,1,0,3,0,1,0,0,2,0,5,0,0,11,8,0,4,0,0,1,0,0,3,0,1,0,2,1,0,0,0,0,0,5,1,0,1,0,0,0,0,1,3,3,3,0,2,2,10,0,6,10,0,2,1,0,3,2,0,1,0,4,0,37,0,1,0,0,5,0,0,2,1,0,0,0,19,3,0,18,0,0,7,34,0,0,0,2,16,0,0,0,24,4,1,0,0,0,1,2,8,0,12,8,1,0,2,0,0,10,5,0,0,0,0,1,2,0,0,1,0,0,0,0,3,0,3,0,0,0,1,3,2,0,2,20,1,1,13,0,2,1,0,9,15,0,1,0,15,0,0,37,10,3,0,20,7,0,3,4,0,0,1,3,0,5,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,11,0,0,91,164,24,10,178,43,9,13,0,126,406,35,310,222
Larceny 23,186,459,0,3,0,1,0,1,3,0,1,0,5,0,0,6,9,0,10,0,0,0,0,0,3,0,0,0,3,1,0,0,0,1,1,13,2,0,1,1,0,0,0,1,3,7,2,0,2,1,14,0,5,5,0,0,0,1,5,0,0,1,0,2,0,28,0,0,0,0,2,3,1,2,1,1,0,0,20,1,0,13,4,0,4,14,0,0,0,0,9,3,0,0,25,5,5,3,0,0,2,1,2,0,9,8,0,3,0,0,0,11,3,0,1,0,0,1,0,0,1,5,0,0,0,0,1,0,3,0,1,0,3,2,0,0,0,10,0,1,7,0,0,0,0,9,8,0,1,0,8,0,0,20,9,6,2,12,10,0,5,7,0,2,5,4,6,2,0,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,2,0,2,83,150,28,21,124,36,4,13,0,92,367,35,258,201
Larceny 24,187,420,0,0,0,0,0,0,1,0,0,0,3,0,1,6,12,0,9,0,1,1,0,0,1,0,3,0,3,2,0,0,0,0,0,9,2,0,1,1,0,1,0,1,6,6,2,0,1,0,16,0,6,10,0,0,0,1,2,0,0,0,0,4,0,20,0,0,0,0,5,0,0,0,2,0,0,0,22,3,0,11,2,0,6,24,0,0,0,1,4,0,1,0,18,5,3,4,0,0,1,0,5,0,5,11,0,1,2,0,0,5,1,0,0,0,0,0,2,0,0,7,1,0,0,0,2,0,0,0,0,0,1,2,0,1,0,3,0,0,6,0,0,1,0,4,13,0,1,0,9,0,1,23,10,5,0,17,5,0,3,5,1,0,2,2,1,5,1,2,0,0,2,2,0,1,0,0,0,0,0,0,0,0,3,0,2,62,143,18,14,128,36,5,14,0,76,344,34,233,187
Larceny 25-29,188,"1,791",0,4,0,7,1,4,3,1,10,0,13,0,0,34,35,0,37,5,1,0,0,1,4,0,10,0,11,6,0,0,0,0,7,29,3,1,11,1,0,1,2,0,21,21,11,0,5,1,29,0,24,28,0,5,2,2,13,2,1,1,2,28,0,152,0,0,0,0,4,1,1,3,9,5,0,6,64,7,0,50,0,1,16,74,6,3,0,13,39,1,1,0,105,23,13,7,2,0,9,2,17,0,23,30,4,12,5,4,5,25,1,0,1,0,3,1,4,1,0,17,0,0,0,0,1,0,9,0,3,0,7,9,10,0,2,36,1,0,22,2,2,0,2,26,36,0,7,0,23,0,0,115,35,16,5,47,39,0,15,24,0,1,4,9,9,19,10,5,1,0,1,0,1,3,6,0,0,0,0,0,0,0,12,0,8,272,599,66,68,591,139,20,36,0,443,"1,348",133,"1,012",779
Larceny 30-34,189,"1,254",0,2,0,4,0,0,6,0,3,2,7,0,0,23,31,0,42,0,2,0,0,0,0,0,5,1,10,3,0,0,0,0,7,32,3,0,8,1,0,2,0,0,11,17,4,1,9,3,20,1,22,18,1,3,1,1,12,1,3,4,1,9,1,108,1,1,0,0,8,0,0,3,9,0,0,0,23,2,1,27,0,0,13,44,1,3,0,13,35,1,0,0,55,23,13,4,1,0,0,0,7,0,24,26,0,4,12,2,1,23,5,1,4,0,2,2,1,0,0,4,0,0,1,0,0,0,6,0,2,0,0,4,7,0,5,24,1,7,16,1,0,0,0,13,27,0,6,0,18,0,0,81,33,5,1,39,21,0,16,22,1,0,1,3,5,11,3,5,1,0,0,1,0,5,6,0,0,0,0,0,0,0,6,0,6,220,430,33,49,357,123,17,25,0,299,955,89,694,560
Larceny 35-39,190,"1,128",0,3,0,5,0,0,2,1,8,0,6,0,0,17,30,1,29,0,0,0,0,3,1,0,1,1,5,2,1,0,0,0,2,24,1,1,6,0,0,1,1,3,9,25,3,0,5,2,18,0,21,16,0,6,1,1,4,1,0,5,0,16,1,97,1,1,0,0,4,0,1,0,3,1,0,3,38,2,0,31,0,0,9,47,4,0,1,11,21,3,1,2,48,13,14,5,1,0,3,1,16,0,27,12,0,8,12,0,1,20,0,1,1,1,0,1,0,0,0,8,0,0,0,0,3,0,4,0,3,0,4,1,10,0,1,29,2,4,20,0,0,0,2,8,27,0,6,0,12,0,1,66,20,12,1,26,22,0,6,18,1,1,0,6,1,6,5,6,0,2,0,1,0,6,6,1,0,0,0,1,0,0,7,0,7,213,366,37,39,359,80,14,20,0,270,858,74,626,502
Larceny 40-44,191,"1,203",0,2,0,4,0,0,8,1,2,0,10,0,0,16,31,0,29,3,1,0,0,0,2,0,6,0,3,2,0,0,1,0,5,23,0,2,8,1,0,0,2,4,14,26,4,0,6,2,12,0,23,10,1,6,0,3,7,0,3,5,0,8,0,103,0,1,0,0,8,0,0,1,6,0,0,2,21,3,1,25,1,0,19,45,0,0,0,16,23,1,2,0,57,22,21,4,1,0,5,0,20,1,14,22,0,6,5,0,0,14,0,0,1,0,0,2,1,0,1,11,0,0,1,0,2,0,4,0,3,1,4,7,5,0,3,34,0,4,29,0,0,0,2,14,30,0,7,0,11,0,1,87,23,10,0,42,14,0,5,18,0,0,1,7,2,14,2,3,0,0,0,1,1,3,3,1,0,1,0,1,0,0,15,0,5,212,390,33,48,370,109,19,22,0,312,891,66,700,503
Larceny 45-49,192,954,1,4,0,4,0,0,4,0,2,0,18,0,0,15,38,0,22,1,0,0,0,3,1,0,3,2,9,1,0,0,0,0,3,22,0,0,4,1,0,0,0,1,16,13,0,0,4,0,6,0,15,9,1,3,0,2,6,1,1,4,1,22,0,79,0,0,1,0,3,0,0,3,2,1,0,1,29,2,1,25,1,1,7,33,1,1,0,5,21,3,1,0,55,13,16,5,2,0,2,0,15,0,30,15,0,6,7,0,0,13,0,0,0,0,1,2,2,2,2,2,0,0,0,0,2,0,2,0,2,1,3,4,1,0,1,11,0,2,12,0,0,0,0,8,15,0,4,0,12,0,0,71,15,3,0,25,9,0,4,11,0,0,2,7,3,12,0,3,1,2,0,1,2,4,6,1,0,1,0,0,0,0,12,0,5,170,302,21,36,312,80,12,21,0,254,700,55,542,412
Larceny 50-54,193,650,0,2,1,4,0,0,5,0,2,0,6,0,0,6,21,0,17,1,1,0,0,0,3,0,1,0,2,0,0,0,0,0,2,13,2,0,3,1,0,0,0,1,10,8,3,0,2,1,9,1,10,8,0,1,0,0,5,0,0,1,0,6,0,49,0,0,1,0,1,0,0,0,0,0,0,1,17,1,3,13,0,0,10,25,1,0,0,5,12,0,1,0,38,9,8,0,3,0,1,0,5,0,11,14,0,8,8,0,0,12,0,0,2,0,0,1,0,0,3,1,0,0,1,0,3,0,3,0,0,1,2,2,4,0,0,16,0,1,13,0,0,1,0,4,12,0,2,0,7,0,1,56,10,3,0,25,11,0,3,8,0,2,2,5,0,4,2,2,1,1,0,1,0,6,2,1,0,0,0,0,0,0,5,0,4,123,213,12,31,206,49,6,10,0,180,470,34,355,295
Larceny 55-59,194,267,0,0,0,1,0,0,0,0,0,0,4,0,0,3,14,0,11,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,6,0,0,2,0,0,0,0,1,5,5,1,0,2,0,1,0,5,6,0,0,0,0,4,0,0,1,0,1,0,22,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,6,0,0,3,11,0,1,0,2,2,0,0,0,13,3,2,0,0,0,1,0,0,0,7,3,0,3,2,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,7,0,0,3,0,0,0,0,4,5,0,0,0,2,0,0,24,4,1,0,10,4,0,3,2,0,0,0,1,1,2,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,4,0,1,56,86,5,13,79,21,2,5,0,80,187,16,142,125
Larceny 60-64,195,138,0,1,0,0,0,1,2,0,2,0,1,0,0,2,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,3,1,1,0,1,0,1,0,0,2,0,1,0,0,1,1,0,0,1,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,11,3,5,3,0,0,0,1,1,0,5,7,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,2,0,1,0,1,0,0,14,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,2,0,0,0,0,0,0,0,2,0,2,22,38,9,5,40,23,1,0,0,38,100,14,81,57
Larceny 65+,196,107,0,0,0,0,0,0,1,0,1,0,1,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,4,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,1,1,0,1,0,0,0,0,4,2,2,1,2,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,6,0,2,1,0,0,0,0,1,5,0,0,0,1,0,0,6,3,0,0,7,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,27,33,2,1,30,13,0,1,0,20,87,5,76,31
Larceny Asian,197,151,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,6,0,0,2,8,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,4,2,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,3,11,0,2,0,2,0,0,4,1,0,0,14,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,1,0,1,32,50,3,8,34,22,2,0,0,19,132,21,85,66
Larceny Black,198,"3,916",0,22,0,6,0,1,6,0,4,0,90,0,0,13,115,0,32,4,0,0,0,0,2,0,5,0,16,0,0,0,0,0,8,43,7,0,32,0,0,2,1,3,54,26,0,0,4,1,55,0,58,137,0,11,0,4,28,0,3,4,0,70,0,419,2,0,0,1,1,0,0,2,4,1,0,1,210,3,3,99,1,0,32,282,4,1,0,12,44,2,1,0,258,31,45,3,1,0,5,1,15,0,108,50,1,2,29,0,1,40,2,0,4,2,0,3,2,2,1,13,0,0,0,0,0,0,8,0,2,0,2,3,7,0,1,158,0,3,71,0,1,0,1,13,190,0,14,0,26,0,0,266,52,4,2,197,69,0,20,50,0,1,1,8,4,49,8,3,0,0,0,9,5,8,8,3,1,0,0,0,0,2,17,0,18,829,"1,484",27,86,"1,250",196,25,19,0,"1,216","2,700",74,"2,115","1,801"
Larceny Indian,199,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,6,0,0,7,4,0,0,0,3,18,1,10,11
Larceny White,200,"9,963",1,28,1,35,1,12,41,4,38,2,28,0,1,176,169,1,269,11,14,3,1,9,39,1,32,8,50,35,0,0,3,2,47,341,13,6,56,10,0,3,8,15,123,143,42,1,42,11,222,2,106,177,3,31,5,16,95,14,10,32,6,69,2,525,1,4,5,0,58,3,9,13,48,11,0,17,324,49,4,291,9,6,104,432,11,10,1,72,211,12,11,4,345,135,92,59,15,2,24,11,108,3,188,176,6,64,47,9,9,195,25,2,15,2,8,24,24,1,10,68,1,3,4,1,26,0,37,1,26,18,28,53,48,1,18,208,8,32,145,4,9,10,10,153,259,0,39,0,161,0,3,616,274,80,8,288,116,0,52,104,5,8,35,56,69,73,25,37,12,7,13,3,21,22,24,2,0,5,0,2,0,0,96,0,26,"1,736","3,113",422,378,"2,913",916,179,306,0,"1,863","8,100",793,"5,702","4,261"
MVTheft 18,210,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,20,16,3,2,13,2,2,4,0,32,30,7,32,30
Larceny Unknown Race,201,139,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,5,0,0,0,0,0,2,9,1,1,1,0,3,1,0,0,0,2,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,2,0,0,2,0,7,0,0,0,0,0,1,1,3,0,5,0,1,0,1,0,1,0,1,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,2,0,0,0,0,4,4,0,1,0,1,0,2,0,9,5,0,1,0,0,0,0,0,0,0,0,4,0,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,6,23,15,17,13,25,24,10,12,0,11,128,52,139,0
Larceny F,202,"6,071",0,22,1,14,0,3,10,1,22,1,53,0,1,91,76,0,111,6,3,1,1,3,29,0,11,4,30,10,1,0,1,1,19,243,6,2,43,0,0,1,3,10,47,62,26,0,22,6,124,1,59,189,0,16,1,6,43,2,1,13,2,59,1,285,2,3,0,0,18,0,0,5,26,2,0,5,282,37,2,181,0,0,49,402,2,1,0,30,64,7,2,1,224,60,63,28,7,1,7,8,39,0,119,111,1,24,44,1,3,126,6,0,4,0,3,10,14,2,8,50,1,0,2,0,4,0,20,0,7,1,13,13,25,0,5,177,0,13,107,1,1,2,7,74,299,0,20,0,112,0,2,412,182,16,1,246,72,0,33,66,3,2,11,27,23,52,8,5,6,2,2,1,2,15,15,1,0,0,0,1,0,0,67,0,11,"1,242","1,912",163,160,"1,866",539,82,107,0,"1,174","4,897",308,"3,401","2,670"
Larceny M,203,"8,119",1,29,0,27,1,10,37,4,20,1,66,0,0,100,209,1,190,9,11,2,0,6,13,1,26,4,41,27,0,0,2,1,36,150,14,6,45,10,0,4,6,9,135,110,22,1,24,6,153,1,108,140,4,27,5,14,85,13,12,23,4,83,1,669,1,2,5,1,43,4,9,12,26,10,0,13,260,24,5,215,10,6,91,324,13,11,1,56,191,7,12,3,388,111,74,34,9,1,23,5,87,3,187,117,7,43,34,8,8,116,22,2,15,4,5,18,15,2,3,33,0,3,3,1,22,0,25,1,21,17,19,43,30,1,14,195,8,24,112,3,9,8,4,99,167,0,36,0,78,0,3,477,155,73,9,255,119,0,41,88,2,7,25,37,54,70,25,36,8,5,12,11,24,24,27,4,1,5,0,1,0,2,48,0,40,"1,382","2,756",306,325,"2,363",623,134,230,0,"1,938","6,181",633,"4,650","3,469"
MVTheft <10,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVTheft 10-12,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
MVTheft 13-14,206,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,2,0,0,0,0,10,3,0,8,5
MVTheft 15,207,28,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,1,6,5,0,1,2,0,12,16,5,14,14
MVTheft 16,208,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,1,2,13,1,2,2,0,18,21,5,23,16
MVTheft 17,209,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,9,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,2,1,15,3,0,1,0,46,19,1,33,32
MVTheft 19,211,65,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,3,1,26,2,0,2,0,23,42,4,39,26
MVTheft 20,212,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,11,0,4,6,1,0,2,0,21,12,2,12,21
