Description,Index,Connecticut,Andover,Ansonia PD,Ashford CSP,Avon PD,Barkhamsted CSP,Beacon Falls CSP,Berlin PD,Bethany CSP,Bethel PD,Bethlehem CSP,Bloomfield PD,Bolton CSP,Bozrah CSP,Branford PD,Bridgeport PD,Bridgewater CSP,Bristol PD,Brookfield PD,Brooklyn CSP,Burlington CSP,Canaan CSP,Canterbury CSP,Canton PD,Chaplin CSP,Cheshire PD,Chester CSP,Clinton PD,Colchester CSP,Colebrook CSP,Columbia CSP,Cornwall CSP,Coventry PD,Cromwell PD,Danbury PD,Darien PD,Deep River CSP,Derby PD,Durham CSP,Eastford CSP,East Granby CSP,East Haddam CSP,East Hampton PD,East Hartford PD,East Haven PD,East Lyme CSP,Easton PD,East Windsor PD,Ellington CSP,Enfield PD,Essex CSP,Fairfield PD,Farmington PD,Franklin CSP,Glastonbury PD,Goshen CSP,Granby PD,Greenwich PD,Griswold CSP,Groton City PD,Guilford PD,Haddam CSP,Hamden PD,Hampton CSP,Hartford PD,Hartland CSP,Harwinton CSP,Hebron CSP,Kent CSP,Killingly CSP,Killingworth CSP,Lebanon CSP,Ledyard CSP,Lisbon CSP,Litchfield CSP,Lyme CSP,Madison PD,Manchester PD,Mansfield CSP,Marlborough CSP,Meriden PD,Middlebury PD,Middlefield CSP,Middletown PD,Milford PD,Monroe PD,Montville CSP,Morris CSP,Naugatuck PD,New Britain PD,New Canaan PD,New Fairfield CSP,New Hartford CSP,New Haven PD,Newington PD,New London PD,New Milford PD,Newtown PD,Norfolk CSP,North Branford PD,North Canaan CSP,North Haven PD,North Stonington CSP,Norwalk PD,Norwich PD,Old Lyme CSP,Old Saybrook PD,Orange PD,Oxford CSP,Plainfield PD,Plainville PD,Plymouth PD,Pomfret CSP,Portland PD,Preston CSP,Prospect CSP,Putnam PD,Putnam CSP,Redding PD,Ridgefield PD,Rocky Hill PD,Roxbury CSP,Salem CSP,Salisbury CSP,Scotland CSP,Seymour PD,Sharon CSP,Shelton PD,Sherman CSP,Simsbury PD,Somers CSP,Southbury CSP,Southington PD,South Windsor PD,Sprague CSP,Stafford CSP,Stamford PD,Sterling CSP,Stonington PD,Stratford PD,Suffield PD,Thomaston PD,Thompson CSP,Tolland CSP,Torrington PD,Trumbull PD,Union CSP,Vernon PD,Voluntown CSP,Wallingford PD,Warren CSP,Washington CSP,Waterbury PD,Waterford PD,Watertown PD,Westbrook CSP,West Hartford PD,West Haven PD,Weston PD,Westport PD,Wethersfield PD,Willington CSP,Wilton PD,Winchester PD,Willimantic PD,Windham CSP,Windsor PD,Windsor Locks PD,Wolcott PD,Woodbridge PD,Woodbury CSP,Woodstock CSP,Yale Univ. PD,UCONN-Storrs PD,Foxwoods Casino CSP,Mohegan Sun Casino CSP,MTA PD,CCSU PD,ECSU PD,UCONN Health Ctr. PD,WCSU PD,SCSU PD,Capitol Police PD,Groton Town PD,Groton Long Pt. PD,CTSPOther,Fairfield,Hartford,Litchfield,Middlesex,New Haven,New London,Tolland,Windham,New York,Urban,NonUrban,CSP Total,NIBRS,Summary
Burglary Non-residence_Day Offenses,50,"1,697",1,6,4,7,2,1,8,0,0,2,9,5,1,12,17,0,35,0,7,3,5,2,3,0,7,0,15,14,0,1,0,0,0,53,0,0,2,0,3,8,4,7,57,7,11,0,16,4,1,3,20,23,5,17,1,0,22,4,0,2,2,52,1,24,0,5,1,1,10,0,4,5,1,6,0,4,47,8,2,97,1,1,20,43,6,13,0,92,9,1,1,2,73,25,44,0,2,3,3,0,13,3,52,30,6,4,13,5,1,6,0,0,1,4,2,10,0,0,1,0,1,1,3,0,28,1,30,1,4,4,9,23,25,2,1,35,1,26,33,4,1,4,4,5,9,0,10,0,23,0,2,12,13,13,1,17,50,0,11,6,0,5,8,10,2,9,0,0,1,1,1,6,10,0,1,0,2,5,0,6,0,0,10,0,10,305,390,62,68,564,198,49,61,0,161,"1,536",227,"1,249",448
Burglary Non-residence_Day Value_Stolen,51,"3,883,145",15,"81,341","8,171","28,574","2,500",1,"8,901",0,0,610,"6,466","1,600",485,"47,166","53,702",0,"76,577",0,"20,379",525,"1,091","8,800","3,675",0,"38,073",0,"29,710","61,609",0,"9,200",0,0,0,"178,453",0,0,"4,863",0,416,"6,708","25,600","16,751","68,600","10,416","14,833",0,"23,908","13,956",200,"2,300","92,231","50,055","4,949","38,465",670,0,"149,957","3,402",0,"1,219",649,"75,226",435,0,0,"5,516",800,100,"56,668",0,"11,630","4,378",70,"8,745",0,"3,802","71,787","3,515",172,"75,196","1,200","12,150","37,798","50,784","3,690","31,496",0,2,978,"1,170","5,019",400,"124,769","92,367","42,280",0,115,"1,041","1,300",0,"8,805","4,000","859,111","1,523","13,894","23,383","36,843","5,166",300,"2,201",0,0,0,"1,600","14,420","20,859",0,0,"1,500",0,"3,000",75,420,0,"2,954","1,202","15,409",0,"3,759","13,049","8,268","188,647","19,812",595,60,"42,226",0,"57,947","78,655","4,555",400,"17,505","2,399","11,400","22,183",0,"3,603",0,"58,657",0,"6,449","5,410","89,466","18,788",25,"21,794","30,500",0,"21,826","1,874",0,"34,100","5,700","10,926","21,400","8,038",0,0,0,0,"23,139","4,925","8,277",0,500,0,550,"1,612",0,"8,600",0,0,"46,153",0,"40,337","1,567,947","729,188","68,032","188,703","691,306","390,885","56,474","190,610",0,"226,107","3,657,038","508,107","3,294,088","589,057"
Burglary Non-residence_Unknown Offenses,52,421,0,0,0,0,0,0,0,0,7,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,16,0,0,0,0,7,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,4,0,0,0,28,36,0,0,0,25,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,19,8,0,0,0,0,0,0,1,0,2,0,0,0,0,23,0,0,0,0,0,0,17,0,0,0,18,0,0,3,0,13,0,0,21,0,0,0,0,0,0,0,38,4,1,0,0,0,2,7,0,0,0,0,0,0,7,15,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,86,102,43,7,157,14,12,0,0,125,296,0,246,175
Burglary Non-residence_Unknown Value_Stolen,53,"733,278",0,0,0,0,0,0,0,0,"4,345",0,0,0,0,0,"114,814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,805",0,0,0,0,"10,240",0,0,0,0,"3,153",0,0,0,0,0,0,"19,427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,257",1,0,0,"18,800",0,0,0,"20,322","50,308",0,0,0,"61,611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,402","14,860",0,0,0,0,0,0,1,0,"2,300",0,0,0,0,101,0,0,0,0,0,0,"50,646",0,0,0,"25,465",0,0,101,0,"10,401",0,0,"4,486",0,0,0,0,0,0,0,"125,846","65,984",240,0,0,0,"4,578","7,200",0,0,0,0,0,0,"6,572","3,024","53,105",0,0,0,"2,883",0,0,0,0,0,0,0,0,0,0,0,0,0,"156,504","176,679","29,987","3,153","298,166","65,984","2,805",0,0,"327,736","405,542",0,"349,241","384,037"
Burglary Forcible_Entry Offenses,54,"7,475",6,38,9,12,7,5,22,2,17,0,24,10,5,33,666,0,134,11,15,4,5,14,4,2,16,0,16,22,4,8,0,20,10,103,1,0,28,6,8,9,18,20,192,64,32,8,23,16,85,4,87,24,3,45,1,9,36,9,3,11,9,151,4,847,1,6,6,1,35,3,12,20,6,11,5,4,66,32,9,237,5,3,46,71,11,33,0,152,345,9,1,3,808,35,141,4,10,4,9,2,30,13,144,117,7,8,17,9,3,35,26,8,3,9,9,17,7,5,5,18,0,8,9,8,36,5,71,1,12,8,13,53,21,3,5,155,9,48,154,9,20,22,10,47,49,1,25,2,38,1,2,532,18,29,5,74,96,5,14,12,3,12,18,26,17,8,19,27,6,2,13,2,9,0,0,1,0,4,0,0,0,1,36,0,8,"1,576","2,152",207,159,"2,449",552,159,221,0,"3,008","4,467",647,"4,184","3,291"
Burglary Forcible_Entry Clearances,55,"1,061",0,11,3,0,1,0,6,0,7,0,4,1,2,15,35,0,24,2,5,1,3,3,2,0,3,0,2,7,3,1,1,3,1,11,1,0,4,3,0,1,2,0,28,8,4,0,1,2,13,1,13,3,0,12,1,4,3,3,0,2,4,17,0,72,0,1,1,0,7,1,1,4,1,1,1,0,17,5,2,30,1,1,13,12,3,3,0,12,38,0,0,1,118,6,26,2,1,1,5,0,6,1,22,34,1,4,4,0,0,8,4,1,0,0,1,5,0,0,2,1,0,0,2,2,1,0,8,0,3,0,3,1,4,0,5,14,1,12,21,0,4,5,2,16,11,0,11,1,10,0,0,74,1,6,1,11,10,1,3,2,0,3,3,7,0,2,6,6,2,0,2,0,1,0,0,1,0,0,0,0,0,0,8,0,6,162,272,50,39,355,110,32,41,0,313,748,117,693,368
Burglary Unlawful_Entry-No_Force Offenses,56,"4,300",1,18,3,6,1,5,16,2,13,2,20,2,1,22,424,0,155,5,9,4,5,6,9,2,9,2,32,13,1,4,3,16,5,92,10,3,14,73,0,7,14,19,112,20,34,4,25,7,49,0,62,22,6,16,1,8,38,18,2,6,4,52,3,0,1,8,9,7,20,2,10,18,5,4,2,4,154,22,3,111,4,5,41,55,8,20,2,44,206,2,10,6,151,43,76,4,13,4,5,0,13,5,61,173,17,3,8,11,3,25,14,3,5,9,5,7,4,6,1,5,6,4,8,0,11,2,27,0,11,4,21,80,39,6,14,138,2,39,75,14,18,10,13,33,34,0,35,4,39,0,3,28,52,28,4,91,66,8,27,32,2,13,17,28,17,40,14,10,5,7,7,49,16,0,1,0,2,6,0,6,2,0,32,0,6,"1,077","1,209",184,218,790,547,145,130,0,741,"3,559",589,"2,770","1,530"
Burglary Unlawful_Entry-No_Force Clearances,57,792,1,4,1,1,0,1,6,2,6,0,2,0,0,7,26,0,14,1,4,0,4,1,1,0,1,1,11,3,1,1,0,4,1,7,4,2,6,3,0,1,10,5,14,3,9,1,5,3,6,0,8,7,5,1,0,6,6,4,2,2,2,9,0,0,1,1,1,2,2,1,1,3,4,1,0,2,40,4,2,25,2,1,7,9,0,2,0,10,13,0,2,2,18,16,10,1,0,4,2,0,3,0,10,46,1,2,1,7,2,6,2,0,1,0,1,0,0,0,0,0,0,2,4,0,6,0,3,0,1,1,0,14,12,1,8,35,0,10,8,2,2,5,3,10,10,1,9,1,4,0,2,31,12,4,1,11,5,1,5,5,0,1,3,10,1,9,2,1,1,1,1,9,0,0,0,0,2,0,0,2,1,0,10,0,2,136,200,44,50,173,126,36,27,0,110,682,136,538,254
Arson Mobile Clearances,96,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,1,0,1,0,4,7,2,6,5
Burglary Attempted_Forcible_Entry Offenses,58,"1,130",0,3,0,2,1,0,4,1,1,1,7,1,0,0,101,0,21,0,0,2,0,0,3,1,2,0,10,0,0,0,0,3,1,26,2,0,7,1,0,1,1,4,22,12,2,3,0,0,8,0,24,1,0,6,0,3,4,1,1,11,0,32,0,134,0,0,0,0,2,0,0,3,0,0,0,8,1,1,0,37,1,0,0,22,7,0,0,4,59,1,0,0,131,0,19,1,0,0,1,0,8,0,40,16,2,0,0,2,0,16,12,0,1,0,0,5,0,2,1,4,0,0,0,0,22,0,13,0,1,1,0,7,1,0,0,61,0,5,22,3,8,0,0,14,1,0,4,0,0,0,0,6,4,10,0,11,16,0,6,0,0,1,1,4,0,0,9,6,3,0,0,2,1,0,0,0,1,1,0,0,0,0,7,0,0,316,327,48,18,337,60,11,13,0,433,697,24,669,461
Burglary Attempted_Forcible_Entry Clearances,59,140,0,3,0,0,0,0,0,0,0,0,3,1,0,0,5,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,2,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,5,0,0,0,19,0,5,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,4,0,1,4,1,1,0,0,4,1,0,3,0,0,0,0,8,1,0,0,1,8,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,33,5,4,54,9,6,4,0,48,92,6,94,46
Larceny Pocket-picking Offenses,60,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,2,0,140,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,31,0,3,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,10,0,1,0,0,2,0,1,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,157,6,5,50,3,0,0,0,202,52,0,73,181
Larceny Pocket-picking Value_Stolen,61,"56,195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,118",495,0,0,0,0,0,0,0,0,602,0,0,0,0,0,260,0,0,"1,116",0,363,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1,699",0,0,0,0,0,935,0,0,0,0,600,0,0,0,0,"10,431",0,"2,360",0,0,0,0,0,0,0,"2,705",0,0,0,45,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,1,0,0,0,0,700,585,0,0,0,0,0,0,"1,861",0,24,0,0,881,0,"13,450",90,0,0,89,0,0,"10,544",0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,202","15,378",813,"2,053","14,389","2,360",0,0,0,"16,258","39,937",0,"46,339","9,856"
Larceny Purse-snatching Offenses,62,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,3,0,0,0,0,3,0,0,0,24,0,4,0,0,0,0,0,0,0,4,2,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,17,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,38,3,12,58,9,0,0,0,71,74,2,76,69
Larceny Purse-snatching Value_Stolen,63,"82,571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,463",0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,725,0,0,0,0,0,0,0,0,"1,020",0,100,0,0,0,830,50,0,300,0,0,0,0,0,0,0,109,0,"2,010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,080",0,0,"1,100",0,0,"1,413",780,0,0,0,0,"12,881",0,0,0,"5,916",0,"1,895",0,0,0,0,0,0,0,"2,161",390,0,"1,145",40,0,0,628,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,"2,180",0,0,350,0,0,0,0,250,"3,112",0,0,0,0,0,0,"4,972","29,000",600,0,0,"2,818",0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,"12,361","16,785",850,"3,410","17,780","31,385",0,0,0,"16,531","66,040",150,"52,540","30,031"
Larceny Shoplifting Offenses,64,"10,994",0,88,0,36,0,0,46,0,36,0,112,0,0,155,308,0,192,20,0,1,0,0,21,0,22,0,72,4,0,0,0,3,109,203,9,3,48,0,0,0,0,9,167,128,17,0,51,3,169,0,237,344,0,63,0,3,14,0,0,39,1,226,0,550,0,0,0,0,14,0,2,2,67,1,0,9,471,47,0,200,2,1,106,434,0,4,0,99,263,3,2,0,561,179,72,44,5,0,29,3,43,1,286,210,0,12,108,0,1,72,16,0,3,0,1,26,7,0,6,120,0,0,0,0,22,0,26,0,9,2,10,174,107,0,4,225,0,32,238,2,10,0,9,159,260,0,34,0,145,0,0,949,265,62,4,453,233,0,34,106,1,13,19,44,18,79,4,6,0,0,0,1,51,5,4,0,0,0,0,4,2,0,127,0,1,"1,929","3,794",314,321,"3,560",812,154,110,0,"2,593","8,401",239,"6,483","4,511"
Larceny Shoplifting Value_Stolen,65,"2,990,903",0,"12,049",0,"24,087",0,0,"7,253",0,"7,819",0,"15,539",0,0,"44,861","27,811",0,"26,443","2,527",0,40,0,0,"6,475",0,"4,656",0,"47,466","1,545",0,0,0,"1,361","23,970","60,889","1,212",94,"8,257",0,0,0,0,"1,670","26,897","18,354","1,502",0,"9,128",538,"63,954",0,"58,740","179,040",0,"22,173",0,"5,008","18,040",0,0,"5,882",1,"45,714",0,0,0,0,0,0,"2,528",0,"1,319",22,"23,295",110,0,"3,217","128,574","6,553",0,"70,771",106,21,"12,907","100,640",0,157,0,"26,535","41,609","2,030",374,0,"70,651","53,018","5,647","7,812","1,423",0,"4,807",43,"15,380",97,"236,372","27,172",0,"2,548","41,367",0,0,"20,030",804,0,31,0,30,805,"1,349",0,"2,988","23,455",0,0,0,0,"9,003",0,"8,412",0,"1,218",51,"3,035","29,532","30,790",0,320,"85,944",0,"5,104","122,602",663,504,0,845,"27,661","106,109",0,"47,748",0,"26,637",0,0,"197,251","83,720","11,554","7,655","128,572","93,697",0,"36,726","26,631",77,"6,909","2,131","6,681","3,670","122,935",413,266,0,0,0,20,"4,417",618,"4,159",0,0,0,0,21,369,0,"28,612",0,29,"786,948","993,477","50,619","96,392","803,555","182,969","61,910","15,033",0,"381,657","2,609,246","60,077","2,045,309","945,594"
"Murder Relationship Ex-spouse, Male",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Murder Relationship Employee, Female",158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Murder Relationship Employee, Male",159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larceny From_Motor_Vehicles Offenses,66,"10,874",0,40,2,15,0,6,42,5,17,1,32,0,0,103,698,0,268,33,3,1,0,0,7,1,33,1,24,0,0,1,1,30,23,154,33,0,71,3,1,3,1,16,265,162,7,2,51,2,170,2,261,45,0,28,0,19,56,8,45,25,1,197,0,"1,151",0,2,5,1,8,0,2,2,1,4,0,19,198,12,0,161,19,1,102,216,23,0,0,63,347,15,0,5,"1,192",113,76,62,13,1,18,4,87,1,459,94,1,12,63,4,25,40,40,4,8,1,13,21,0,4,16,44,0,3,1,0,64,0,91,0,29,1,6,133,42,0,6,277,2,65,299,21,4,1,2,174,38,0,26,3,44,0,0,531,42,78,3,211,233,4,35,77,5,21,59,80,0,35,34,122,15,1,1,14,13,2,0,5,4,25,0,2,6,0,75,0,21,"2,556","3,425",438,218,"3,532",428,103,174,0,"3,849","7,025",180,"6,630","4,244"
Larceny From_Motor_Vehicles Value_Stolen,67,"5,311,327",0,"8,082",85,"3,765",0,"4,138","108,273","1,634","5,400",230,"4,935",0,0,"91,518","417,271",0,"131,457","15,841","1,404",200,0,0,"2,107",380,"20,950","1,825","7,044",0,0,430,"1,310","11,519","30,977","114,237","10,946",0,"18,660",783,0,"7,605",250,"3,816","82,981","65,306","3,215",700,"26,395",770,"94,579",520,"92,857","30,648",0,"16,950",0,"10,499","35,078","3,462","32,518","2,087",600,"60,371",0,0,0,260,"8,686",525,"1,900",0,473,700,"3,767","7,044",0,"14,963","97,483","4,299",0,"99,141","19,039",450,"50,681","118,566","12,037",0,0,"21,751","138,684","38,597",0,"4,235","846,305","30,811","29,665","35,922","3,581","1,000","10,375","2,780","53,649",1,"173,560","18,699",44,"15,650","21,105","2,848","11,658","14,689","16,960","2,435","5,095",0,"13,925","4,325",0,"3,395","5,540","18,990",0,"2,780",1,0,"23,383",0,"54,343",0,"12,599",0,"3,338","33,523","31,040",0,"7,864","206,448","74,300","49,232","134,221","21,058",72,600,"1,280","45,516","36,043",0,"197,326","1,405","20,027",0,0,"234,966","23,846","25,743","6,321","75,500","94,786","1,231","30,476","63,514","3,050","22,501","14,683","20,848",0,"27,894","14,898","43,062","13,763",85,"2,796","6,139","2,583","2,830",0,696,695,"4,363",0,626,439,0,"27,135",0,"16,563","1,415,625","1,101,772","156,366","140,575","1,934,316","199,772","237,807","125,094",0,"1,704,990","3,606,337","207,426","3,773,368","1,537,959"
Larceny MV_Parts_&_Accessories Offenses,68,"4,548",0,24,0,1,1,2,8,1,5,0,14,0,2,22,556,0,40,5,5,1,0,0,5,0,22,0,6,0,0,5,0,6,10,64,3,0,18,0,1,3,0,8,190,25,4,0,19,1,26,1,93,17,0,36,1,3,5,2,4,1,0,65,0,559,0,0,0,0,1,0,1,4,0,8,0,1,58,4,2,124,2,0,57,40,6,1,0,48,224,2,0,0,485,32,62,20,2,0,6,0,25,0,67,50,3,3,4,3,12,3,5,1,0,0,11,5,1,1,2,6,0,0,0,1,9,0,15,0,3,0,2,39,14,0,4,233,0,15,87,5,3,0,1,12,1,0,12,0,32,0,0,322,12,39,4,97,120,0,6,26,2,3,6,3,2,18,11,16,8,2,0,2,6,0,1,0,0,1,0,2,0,0,13,0,56,"1,158","1,460",97,145,"1,440",174,41,33,0,"2,155","2,393",145,"2,347","2,201"
Larceny MV_Parts_&_Accessories Value_Stolen,69,"3,049,906",0,"4,609",0,"3,373",450,"1,400","12,162",140,"2,323",0,"3,979",0,825,"13,395","88,619",0,"13,626","4,042","13,984",1,0,0,"84,183",0,"31,872",0,447,0,0,"5,588",0,"3,339","1,837","49,399",305,0,"2,687",0,"2,000","10,171",0,57,"92,427","21,412","2,480",0,"6,065","2,831","63,546",300,"94,138","16,948",0,"30,293","3,000",951,"430,862","3,340",180,908,0,"46,752",0,0,0,0,0,0,"2,200",0,"1,200","6,710",0,"11,431",0,2,"22,620","3,236","2,270","39,925",101,0,"43,541","42,599","2,407",250,0,"25,901","40,057","2,680",0,0,"111,900","20,050","30,504","8,614","3,225",0,"20,610",0,"73,206",0,"5,947","35,507",13,275,"1,026","2,648","8,958","1,820","9,952","11,340",0,0,"8,275",308,375,70,"4,810","5,824",0,0,0,"2,000","10,388",0,"22,244",0,"10,361",0,2,"27,807","9,223",0,"2,498","57,326",0,"21,613","38,645","7,459","1,002",0,"1,180","24,638","1,000",0,"151,350",0,"37,023",0,0,"154,350","7,958","56,114","13,725","26,360","25,597",0,"12,600","12,314","1,000","1,754","7,166",800,"401,200","26,628","9,669","11,544","8,597",276,0,340,810,0,1,0,0,25,0,170,0,0,"7,379",0,"54,137","822,566","560,187","122,643","114,319","697,209","117,960","171,832","443,190",0,"412,195","2,637,711","572,477","2,449,522","600,384"
Larceny Bicycles Offenses,70,"1,502",0,18,1,0,1,3,1,0,2,0,15,2,0,6,96,0,20,4,0,0,0,0,0,0,0,0,8,1,0,0,0,0,2,3,2,0,6,0,0,0,0,2,42,17,0,0,1,0,1,0,46,3,0,1,0,1,25,1,8,1,0,58,1,78,0,0,0,0,0,0,0,2,0,0,0,0,49,1,0,18,0,0,37,20,1,0,0,8,43,3,0,0,230,7,27,0,0,0,1,0,3,1,26,21,0,3,1,0,2,8,1,0,0,0,0,5,0,0,1,0,0,0,2,0,4,0,4,0,1,0,0,2,0,0,0,23,0,8,77,0,6,0,0,18,4,0,2,0,0,0,0,44,1,5,0,45,65,0,4,17,0,0,5,17,1,25,9,2,3,1,0,62,10,0,0,12,0,12,0,0,1,0,13,1,0,333,369,39,52,571,84,15,39,0,471,"1,031",18,973,529
Larceny Bicycles Value_Stolen,71,"477,966",0,"3,850",100,0,"1,067","1,075",300,0,"2,079",0,"2,403","3,050",0,"1,362","18,341",0,"11,115","1,750",0,0,0,0,0,0,0,0,"1,731",149,0,0,0,0,440,575,700,0,940,0,0,0,0,251,"8,187","4,088",0,0,100,0,350,0,"20,645","1,450",0,402,0,"1,100","26,182",500,"2,505",700,0,"28,867",950,0,0,0,0,0,0,0,0,600,0,0,0,0,"19,632",900,0,"3,188",0,0,"11,030","5,628",550,0,0,"2,900","23,572","1,800",0,0,"63,183","1,935","9,720",0,0,0,1,0,675,600,"7,400","4,503",0,"1,100",50,0,129,"1,244",617,0,0,0,0,511,0,0,"1,850",0,0,0,"6,610",0,"2,180",0,"1,520",0,550,0,0,208,0,0,0,"10,108",0,"2,959","16,370",0,"1,974",0,0,"3,902","1,230",0,520,0,0,0,0,"8,829",300,870,0,"13,327","41,894",0,"1,126","7,090",0,0,"2,050","4,829",200,"6,550","2,150",400,"1,150",300,0,"13,868","4,784",0,0,"3,100",0,"1,222",0,0,200,0,"3,474","1,500",0,"115,326","101,665","17,390","14,552","185,028","26,810","9,254","7,941",0,"100,461","377,505","16,101","329,107","148,859"
