Agency,Population,Murder Offenses,Murder Clearances,Murder Value_Stolen,NgMansl Offenses,NgMansl Clearances,Rape Value_Stolen,Rape Committed Offenses,Rape Committed Clearances,Rape Attempted Offenses,Rape Attempted Clearances,Robbery Highway Offenses,Robbery Highway Value_Stolen,Robbery Commercial_House Offenses,Robbery Commercial_House Value_Stolen,Robbery Gas/Service_Station Offenses,Robbery Gas/Service_Station Value_Stolen,Robbery Chain_Store Offenses,Robbery Chain_Store Value_Stolen,Robbery Residence Offenses,Robbery Residence Value_Stolen,Robbery Bank Offenses,Robbery Bank Value_Stolen,Robbery Miscellaneous Offenses,Robbery Miscellaneous Value_Stolen,Robbery Firearm Offenses,Robbery Firearm Clearances,Robbery Knife_Cutting_Instrument Offenses,Robbery Knife_Cutting_Instrument Clearances,Robbery Other_Dangerous_Weapon Offenses,Robbery Other_Dangerous_Weapon Clearances,Robbery Hands_Fists_Feet_etc. Offenses,Robbery Hands_Fists_Feet_etc. Clearances,AgAsslt Firearm Offenses,AgAsslt Firearm Clearances,AgAsslt Knife_Cutting_Instrument Offenses,AgAsslt Knife_Cutting_Instrument Clearances,AgAsslt Other_Dangerous_Weapon Offenses,AgAsslt Other_Dangerous_Weapon Clearances,AgAsslt Hands_Fists_Feet_etc. Offenses,AgAsslt Hands_Fists_Feet_etc. Clearances,Burglary Residence_Night Offenses,Burglary Residence_Night Value_Stolen,Burglary Residence_Day Offenses,Burglary Residence_Day Value_Stolen,Burglary Residence_Unknown Offenses,Burglary Residence_Unknown Value_Stolen,Burglary Non-residence_Night Offenses,Burglary Non-residence_Night Value_Stolen,Burglary Non-residence_Day Offenses,Burglary Non-residence_Day Value_Stolen,Burglary Non-residence_Unknown Offenses,Burglary Non-residence_Unknown Value_Stolen,Burglary Forcible_Entry Offenses,Burglary Forcible_Entry Clearances,Burglary Unlawful_Entry-No_Force Offenses,Burglary Unlawful_Entry-No_Force Clearances,Burglary Attempted_Forcible_Entry Offenses,Burglary Attempted_Forcible_Entry Clearances,Larceny Pocket-picking Offenses,Larceny Pocket-picking Value_Stolen,Larceny Purse-snatching Offenses,Larceny Purse-snatching Value_Stolen,Larceny Shoplifting Offenses,Larceny Shoplifting Value_Stolen,Larceny From_Motor_Vehicles Offenses,Larceny From_Motor_Vehicles Value_Stolen,Larceny MV_Parts_&_Accessories Offenses,Larceny MV_Parts_&_Accessories Value_Stolen,Larceny Bicycles Offenses,Larceny Bicycles Value_Stolen,Larceny From_Buildings Offenses,Larceny From_Buildings Value_Stolen,Larceny Coin-operated_Machines Offenses,Larceny Coin-operated_Machines Value_Stolen,Larceny All_Other Offenses,Larceny All_Other Value_Stolen,Larceny $200_and_Over Offenses,Larceny $200_and_Over Value_Stolen,Larceny $50_to_$200 Offenses,Larceny $50_to_$200 Value_Stolen,Larceny Under_$50 Offenses,Larceny Under_$50 Value_Stolen,Larceny Clearances,MVTheft Auto Offenses,MVTheft Auto Clearances,MVTheft Trucks_&_Buses Offenses,MVTheft Trucks_&_Buses Clearances,MVTheft Other_Vehicles Offenses,MVTheft Other_Vehicles Clearances,MVTheft Value_Stolen,Arson Structural Offenses,Arson Structural Clearances,Arson Structural Value_Damaged,Arson Mobile Offenses,Arson Mobile Clearances,Arson Mobile Value_Damaged,Arson Other Offenses,Arson Other Clearances,Arson Other Value_Damaged,SmAsslt Offenses,SmAsslt Clearances,Total_Value_Recovered,Murder Weapon Firearm,Murder Weapon Handgun,Murder Weapon Rifle,Murder Weapon Shotgun,Murder Weapon Other_gun,Murder Weapon Knife,Murder Weapon Blunt_Object,Murder Weapon Motor_Vehicle,Murder Weapon Personal_Weap,Murder Weapon Poison,Murder Weapon Explosives,Murder Weapon Fire,Murder Weapon Narcotics,Murder Weapon Asphyxiation,Murder Weapon Other,Murder Weapon Unknown,"Murder Relationship Spouse, Female","Murder Relationship Spouse, Male","Murder Relationship Live-In, Female","Murder Relationship Live-In, Male","Murder Relationship Ex-Live-In, Female","Murder Relationship Ex-Live-In, Male","Murder Relationship Co-Procreator, Female","Murder Relationship Co-Procreator, Male","Murder Relationship Parent, Female","Murder Relationship Parent, Male","Murder Relationship Child, Female","Murder Relationship Child, Male","Murder Relationship Sibling, Female","Murder Relationship Sibling, Male","Murder Relationship Grandparent, Female","Murder Relationship Grandparent, Male","Murder Relationship Grandchild, Female","Murder Relationship Grandchild, Male","Murder Relationship In-law, Female","Murder Relationship In-law, Male","Murder Relationship Stepparent, Female","Murder Relationship Stepparent, Male","Murder Relationship Stepchild, Female","Murder Relationship Stepchild, Male","Murder Relationship Other_Family, Female","Murder Relationship Other_Family, Male","Murder Relationship Neighbor, Female","Murder Relationship Neighbor, Male","Murder Relationship Acquaintance, Female","Murder Relationship Acquaintance, Male","Murder Relationship Boy/Girlfriend, Female","Murder Relationship Boy/Girlfriend, Male","Murder Relationship Babysittee, Female","Murder Relationship Babysittee, Male","Murder Relationship Child_of_Partner, Female","Murder Relationship Child_of_Partner, Male","Murder Relationship Ex-spouse, Female","Murder Relationship Ex-spouse, Male","Murder Relationship Employee, Female","Murder Relationship Employee, Male","Murder Relationship Employer, Female","Murder Relationship Employer, Male","Murder Relationship Friend, Female","Murder Relationship Friend, Male","Murder Relationship Same_Sex_Relat, Female","Murder Relationship Same_Sex_Relat, Male","Murder Relationship Oth_Known_Pers, Female","Murder Relationship Oth_Known_Pers, Male","Murder Relationship Stranger, Female","Murder Relationship Stranger, Male","Murder Relationship Unknown, Female","Murder Relationship Unknown, Male",Murder Circumstance Argument,Murder Circumstance LEOKA,Murder Circumstance Drug_Dealing,Murder Circumstance Gangland,Murder Circumstance Juvenile_Gang,Murder Circumstance Lovers_Quarrel,Murder Circumstance Mercy_Killing,Murder Circumstance Other_Felony,Murder Circumstance Other,Murder Circumstance Unknown,LEOKA Homicides,LEOKA Assault Offenses,LEOKA Assault Clearances
Burlington CSP,"8,644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,4,"12,790",0,0,2,2,3,525,0,0,4,1,4,0,2,0,0,0,0,0,1,40,1,200,1,1,0,0,0,0,0,0,24,"68,395",20,"68,331",2,245,5,60,7,4,0,0,0,0,0,"40,000",0,0,0,0,0,0,0,0,0,28,12,"25,625",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
Canaan CSP,"1,139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,126,3,960,0,0,1,500,5,"1,091",0,0,5,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"3,600",0,0,5,"2,994",4,"6,484",2,110,0,0,0,1,1,0,0,0,0,"10,000",0,0,0,0,0,0,0,0,0,7,6,"11,575",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
Canterbury CSP,"4,953",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,"2,700",16,"35,560",0,0,0,0,2,"8,800",0,0,14,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"6,050",0,0,14,"30,279",14,"36,123",2,206,0,0,4,0,0,1,1,0,0,"2,500",0,0,0,0,0,0,0,0,0,10,6,406,0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
Canton PD,"9,330",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,9,"34,698",0,0,2,"1,302",3,"3,675",0,0,4,2,9,1,3,0,0,0,0,0,21,"6,475",7,"2,107",5,"84,183",0,0,3,"2,755",0,0,20,"18,413",31,"112,261",14,"1,662",11,10,18,1,6,0,0,0,0,"2,500",0,0,0,0,0,0,0,0,0,9,2,"11,073",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
Chaplin CSP,"2,372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,"2,635",2,"22,420",0,0,2,905,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,1,380,0,0,0,0,2,"1,375",0,0,4,"10,577",5,"12,305",0,0,2,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
Cheshire PD,"30,128",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,"30,636",8,"35,534",0,0,9,"5,660",7,"38,073",0,0,16,3,9,1,2,2,0,0,0,0,22,"4,656",33,"20,950",22,"31,872",0,0,17,"23,662",0,0,78,"114,616",105,"192,019",31,"3,345",36,392,56,5,3,1,0,3,0,"100,943",1,0,"140,000",0,0,0,0,0,0,86,45,"43,285",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,1,0
Chester CSP,"3,950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"2,014",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,"1,825",0,0,0,0,0,0,0,0,3,"12,600",4,"14,425",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
Clinton PD,"13,823",1,0,0,0,0,0,3,2,0,0,0,0,2,"17,508",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,3,3,8,7,13,"15,392",27,"43,045",0,0,3,"1,071",15,"29,710",0,0,16,2,32,11,10,2,0,0,0,0,72,"47,466",24,"7,044",6,447,8,"1,731",0,0,0,0,101,"177,738",100,"229,450",38,"4,077",73,899,51,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,1,122,102,"16,094",0,0,,,,0,0,0,1,,,,,0,0,,0,0,,,,0,0,0,0,0,1,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,1,0,,0,0
Colchester CSP,"15,358",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,810,0,0,0,0,0,0,1,15,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,8,"6,076",10,"41,072",0,0,3,"13,172",14,"61,609",0,0,22,7,13,3,0,0,0,0,0,0,4,"1,545",0,0,0,0,1,149,2,860,0,0,27,"53,111",26,"55,039",5,573,3,53,22,2,0,0,0,0,0,"2,500",0,0,0,1,0,1,1,0,500,49,30,"42,451",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
Colebrook CSP,"1,554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1,207",4,"7,012",0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"5,071",0,0,4,"5,566",6,"10,637",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,"1,900",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
Columbia CSP,"5,246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"2,990",7,"11,366",0,0,1,"1,300",1,"9,200",0,0,8,1,4,1,0,0,0,0,0,0,0,0,1,430,5,"5,588",0,0,1,678,0,0,9,"31,563",14,"38,019",2,240,0,0,3,2,0,0,0,0,0,"6,500",0,0,0,0,0,0,1,1,10,12,3,800,0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
Cornwall CSP,"1,516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"2,620",0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,"1,310",0,0,0,0,1,500,0,0,4,"1,600",6,"3,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
Coventry PD,"12,143",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"2,878",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,8,"11,608",18,"39,493",1,"1,440",0,0,12,"2,805",20,3,16,4,3,0,0,0,0,0,3,"1,361",30,"11,519",6,"3,339",0,0,20,"19,858",0,0,43,"38,395",48,"71,742",24,"2,316",30,414,5,4,1,1,0,1,0,"27,100",0,0,0,0,0,0,0,0,0,98,79,"20,432",1,0,,,,0,0,0,0,,,,,0,0,,1,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,1,,0,0
Cromwell PD,"13,584",0,0,0,0,0,0,0,0,0,0,0,0,5,527,1,500,1,"2,675",0,0,1,"20,998",0,0,3,0,0,0,2,1,3,1,0,0,0,0,0,0,1,1,13,"10,157",0,0,0,0,3,"5,700",0,0,0,0,10,1,5,1,1,1,2,"1,118",4,802,109,"23,970",23,"30,977",10,"1,837",2,440,79,"107,015",0,0,28,"7,817",115,"163,138",93,"10,086",49,752,84,4,1,0,0,0,0,"39,201",0,0,0,0,0,0,0,0,0,61,47,"51,342",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,3,2
Danbury PD,"79,004",2,2,0,0,0,0,22,4,3,0,26,"9,469",7,"52,882",7,"1,100",2,"1,920",7,"1,435",0,0,4,"2,645",9,3,5,1,3,2,36,10,1,0,8,3,6,2,13,4,50,"114,053",84,"207,147",0,0,34,"23,371",53,"178,453",0,0,103,11,92,7,26,1,1,495,1,725,203,"60,889",154,"114,237",64,"49,399",3,575,363,"970,105",2,"1,385",181,"147,770",480,"1,315,917",249,"25,900",243,"3,763",216,60,2,1,0,3,0,"492,286",2,0,0,0,0,0,0,0,0,88,36,"577,737",0,0,,,,1,0,0,1,,,,,0,0,,0,0,,,,0,0,0,0,0,0,1,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,,0,0,,0,,0,1,0,,1,1
Darien PD,"20,695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,6,"41,468",3,"4,770",0,0,0,0,3,0,1,1,10,4,2,0,0,0,0,0,9,"1,212",33,"10,946",3,305,2,700,3,"57,502",0,0,15,"23,789",24,"93,082",12,"1,302",29,70,20,2,1,0,0,0,0,"9,000",0,0,0,0,0,0,0,0,0,23,21,"12,872",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,1,1
Deep River CSP,"4,867",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,"3,745",1,"1,100",0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,94,0,0,0,0,0,0,0,0,0,0,7,"31,117",7,"31,117",1,60,2,34,5,4,0,4,0,0,0,"135,200",0,0,0,0,0,0,0,0,0,17,5,"2,211",0,0,,,,1,0,0,0,,,,,0,0,,0,0,,,,0,0,0,1,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,1,,0,0
Derby PD,"13,079",0,0,0,1,0,0,1,1,0,0,2,2,3,"1,063",0,0,3,"2,801",1,90,0,0,2,92,2,0,2,1,0,0,7,6,3,1,1,2,2,2,1,0,3,1,2,502,23,"36,022",3,102,2,"4,863",16,"10,240",28,4,14,6,7,1,0,0,0,0,48,"8,257",71,"18,660",18,"2,687",6,940,71,"35,402",1,500,25,"8,900",101,"70,181",48,"4,415",91,750,56,24,3,0,1,1,1,"166,166",3,0,"2,002",0,0,0,0,0,0,190,171,"133,107",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,4,2
Durham CSP,"6,995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,"4,950",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"1,216",8,"17,095",0,0,70,"10,127",0,0,0,0,6,3,73,3,1,0,0,0,0,0,0,0,3,783,0,0,0,0,1,"1,150",0,0,20,"133,447",18,"134,714",5,626,1,40,2,4,0,0,0,0,0,"10,134",0,0,0,0,0,0,0,0,0,17,10,"2,520",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
Eastford CSP,"1,708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,"10,473",0,0,0,0,3,416,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"2,000",0,0,0,0,0,0,2,650,2,"2,550",1,100,1,0,0,0,0,0,0,1,0,"7,500",0,0,0,0,0,0,0,0,0,12,10,0,0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
East Granby CSP,"5,008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"1,385",6,"15,570",0,0,1,0,8,"6,708",0,0,9,1,7,1,1,0,0,0,0,0,0,0,3,"7,605",3,"10,171",0,0,3,"1,440",0,0,16,"42,793",17,"61,737",2,175,6,97,2,26,0,0,0,0,0,"62,190",0,0,0,0,0,0,0,0,0,20,8,"18,370",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
East Haddam CSP,"8,797",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,"10,171",20,"37,371",0,0,4,0,4,"25,600",0,0,18,2,14,10,1,0,0,0,0,0,0,0,1,250,0,0,0,0,1,150,0,0,40,"35,975",31,"35,383",7,942,4,50,6,5,3,0,0,1,0,"39,450",1,0,"200,000",0,0,0,0,0,0,19,9,"48,251",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
East Hampton PD,"14,094",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,7,"5,541",9,"12,271",13,"34,761",0,0,7,"16,751",7,"3,153",20,0,19,5,4,1,0,0,0,0,9,"1,670",16,"3,816",8,57,2,251,3,207,0,0,55,"64,820",34,"69,185",15,"1,365",44,271,12,3,3,0,0,0,0,"9,001",0,0,0,0,0,0,0,0,0,7,5,"12,553",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,1,1
East Hartford PD,"52,328",1,1,0,0,0,0,24,14,1,1,23,"2,739",12,"18,869",3,16,7,"1,578",14,"12,130",2,700,2,166,21,8,6,3,7,3,29,10,2,3,31,25,34,30,20,17,86,"62,895",162,"226,078",0,0,21,"9,558",57,"68,600",0,0,192,28,112,14,22,2,2,602,4,"1,020",167,"26,897",265,"82,981",190,"92,427",42,"8,187",179,"116,640",2,95,161,"125,619",302,"433,143",181,"17,676",529,"3,649",178,108,4,0,0,11,0,"757,466",1,1,"12,000",0,0,0,10,4,17,984,792,"697,189",0,0,,,,1,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,,0,0,,0,,0,0,0,,11,11
East Haven PD,"29,753",0,0,0,0,0,0,3,1,0,0,4,"3,226",5,"17,129",0,0,0,0,1,250,0,0,2,"22,057",6,2,1,0,0,0,5,1,2,0,3,2,9,2,1,1,29,"41,382",52,"72,985",0,0,8,"21,910",7,"10,416",0,0,64,8,20,3,12,1,0,0,0,0,128,"18,354",162,"65,306",25,"21,412",17,"4,088",139,"185,765",0,0,87,"138,095",202,"419,735",105,"11,563",251,"1,722",114,78,2,0,0,23,0,"475,111",0,1,0,1,1,1,1,0,1,195,59,"377,800",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,6,6
East Lyme CSP,"19,125",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,"1,878",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,2,7,"17,186",43,"151,066",0,0,7,441,11,"14,833",0,0,32,4,34,9,2,0,0,0,1,100,17,"1,502",7,"3,215",4,"2,480",0,0,9,"15,519",0,0,98,"100,175",73,"118,490",39,"4,134",24,367,31,1,4,0,0,0,0,"12,000",0,0,0,0,0,0,0,0,0,36,22,"20,615",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
Easton PD,"7,675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"14,383",0,0,12,"43,999",0,0,0,0,1,0,8,0,4,1,3,0,0,0,0,0,0,0,2,700,0,0,0,0,4,"2,110",0,0,8,"8,243",9,"10,950",1,100,4,3,2,0,0,0,0,1,0,"12,600",0,0,0,0,0,0,0,0,0,2,1,"12,600",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
East Windsor PD,"10,363",1,1,0,0,0,1,2,0,0,0,1,80,5,"14,388",0,0,0,0,1,"1,552",0,0,1,160,4,0,0,0,1,0,3,1,0,0,0,0,2,3,2,1,7,"4,681",22,"53,136",0,0,3,"3,021",16,"23,908",0,0,23,1,25,5,0,0,0,0,0,0,51,"9,128",51,"26,395",19,"6,065",1,100,32,"23,527",1,300,116,"345,662",138,"403,782",64,"6,416",69,979,55,9,0,0,0,0,0,"63,505",2,0,"1,011",1,0,"2,001",1,1,100,139,78,"33,101",0,1,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,1,,2,0
Ellington CSP,"13,639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,520,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6,"25,743",12,"125,524",0,0,1,30,4,"13,956",0,0,16,2,7,3,0,0,0,0,0,0,3,538,2,770,1,"2,831",0,0,6,"324,830",0,0,29,"117,533",29,"445,909",5,504,7,89,10,2,0,0,0,1,0,"35,000",0,0,0,0,0,0,0,0,0,28,21,"66,947",0,0,,,,0,0,0,0,,,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0
